"prey_class","prey_order","prey_family","prey_sp","life_stage","diet_likely","life_note","vert_habitat","horz_habitat","diel_migrant","diel_migrant_cat","refuge_cat","season_migrant","season_cat","gregarious_primary","maxFO","maxN","maxM"
"Actinopterygii","Pleuronectiformes","Pleutonectidae","Microstomus pacificus","juvenile","juvenile","Most likely juvenile / young-of-year","demersal","continental shelf","1.0","diel_yes","refuge_yes","1.0","season_yes","shoaling",0,0,0
"Actinopterygii","Pleutonectiformes","Pleuronectidae","Glyptocephalus zachirus","juvenile","juvenile","Most likely juvenile / young-of-year","demersal","continental shelf","0.0","diel_no","refuge_yes","1.0","season_yes","solitary",0,0,0
"Actinopterygii","Scorpaeniformes","Agonidae","Bathyagonus pentacanthus","juvenile","juvenile","Based on traits","epipelagic","continental shelf","0.0","diel_no","refuge_no","0.0","season_no","solitary",0,0,0
"Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma fimbria","juvenile","juvenile",NA,"epipelagic","continental shelf","0.0","diel_no","refuge_no","1.0","season_yes","shoaling",33.33333333,0,0
"Actinopterygii","Scorpaeniformes","Dactylopteridae","Dactyloptena orientalis","juvenile","juvenile",NA,"epipelagic","coastal","0.0","diel_no","refuge_no","0.0","season_no","shoaling",1.1,0.1,0
"Actinopterygii","Scorpaeniformes","Gonatidae","Helicolenus dactylopterus","juvenile","juvenile",NA,"epipelagic","continental shelf","0.0","diel_no","refuge_yes","1.0","season_yes","solitary",16,0,0
"Actinopterygii","Scorpaeniformes","Peristediidae","Peristedion gracile","juvenile","juvenile","Probably larva","demersal","continental shelf","0.0","diel_no","refuge_yes","0.0","season_no","shoaling",3,0,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes aleutianus","juvenile","juvenile","Based on life stage reported by Glaser (2010), but could also be larvae","epipelagic","continental shelf","0.0","diel_no","refuge_yes","1.0","season_yes","shoaling",0,0,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes brevispinis","juvenile","juvenile","Based on life stage reported by Glaser (2010), but could also be larvae","epipelagic","continental shelf","0.0","diel_no","refuge_yes","1.0","season_yes","shoaling",1,0,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes diploproa","juvenile","juvenile","Based on life stage reported by Glaser (2010), but could also be larvae","epipelagic","continental shelf","0.0","diel_no","refuge_yes","1.0","season_yes","shoaling",1,0,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes helvomaculatus","juvenile","juvenile","Based on life stage reported by Glaser (2010), but could also be larvae","epipelagic","continental shelf","1.0","diel_yes","refuge_yes","1.0","season_yes","shoaling",0,0,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes maliger","juvenile","juvenile","Based on life stage reported by Glaser (2010), but could also be larvae","epipelagic","reef-associated","0.0","diel_no","refuge_yes","1.0","season_yes","solitary",0,0,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes miniatus","juvenile","juvenile","Based on life stage reported by Glaser (2010), but could also be larvae","epipelagic","reef-associated","1.0","diel_yes","refuge_yes","1.0","season_yes","shoaling",0,0,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes proriger","juvenile","juvenile","Based on life stage reported by Glaser (2010), but could also be larvae","epipelagic","continental shelf","0.0","diel_no","refuge_yes","1.0","season_yes","shoaling",1,0,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes wilsoni","juvenile","juvenile","Based on life stage reported by Glaser (2010), but could also be larvae","epipelagic","continental shelf","1.0","diel_yes","refuge_yes","1.0","season_yes","shoaling",1,0,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes zacentrus","juvenile","juvenile","Based on life stage reported by Glaser (2010), but could also be larvae","epipelagic","continental shelf","1.0","diel_yes","refuge_yes","1.0","season_yes","shoaling",0,0,0
"Actinopterygii","Scorpaeniformes","Triglidae","Eutrigla gurnardus","juvenile","juvenile","Most likely juvenile / young-of-year","demersal","continental shelf","0.0","diel_no","refuge_yes","1.0","season_yes","shoaling",4,0,0
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Melamphaes lugubris","adult","adult",NA,"mesopelagic","oceanic","0.0","diel_no","refuge_no","0.0","season_no","solitary",5.9,1.1,0
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Scopelogadus bispinosus","adult","adult",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",2.7,0.4,0
"Actinopterygii","Stomiiformes","Phosichthyidae","Vinciguerria lucetia","juvenile","juvenile","McHugh (1952) reported juveniles","mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",20.1,0.1,4.95
"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus aculeatus","adult","adult",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",0.5,0,0
"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus olfersii","adult","adult",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","shoaling",100,0,0
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus imperatorius","adult","adult",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",4.2,0.2,0.1
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus muelleri","adult","adult","Several of the oldest papers in the review reported lengths ~6 cm (SL)","mesopelagic","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",85.7142857142857,78.5,24.6
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","adult","adult",NA,"mesopelagic","oceanic","0.0","diel_no","refuge_no","1.0","season_yes","solitary",44.4444444444444,0.1,0
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx obscura","adult","adult",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",0.996677740863787,0,0
"Actinopterygii","Stomiiformes","Stomiidae","Bathophilus flemingi","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",0.5,0.1,0
"Actinopterygii","Stomiiformes","Stomiidae","Melanostomias valdiviae","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",0,0,0
"Actinopterygii","Stomiiformes","Stomiidae","Photonectes margarita","juvenile","juvenile","Most likely juvenile / young-of-year","mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","shoaling",0,0,0
"Actinopterygii","Sygnathiformes","Centriscidae","Macroramphosus scolopax","adult","adult",NA,"demersal","continental shelf","1.0","diel_yes","refuge_yes","1.0","season_yes","schooling",30,0,0.07
"Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus aequoreus","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","continental shelf","0.0","diel_no","refuge_no","1.0","season_yes","shoaling",41,0,35
"Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus californiensis","juvenile","juvenile","Most likely juvenile / young-of-year","demersal","reef-associated","0.0","diel_no","refuge_yes","1.0","season_yes","solitary",1,0,0
"Actinopterygii","Tetraodontiformes","Balistidae","Balistes punctatus","juvenile","juvenile","Could be larva based on vertical habitat trait","demersal","coastal","0.0","diel_no","refuge_yes","0.0","season_no","solitary",1.1,0.2,0.2
"Actinopterygii","Tetraodontiformes","Balistidae","Canthidermis maculata","juvenile","juvenile",NA,"epipelagic","coastal","0.0","diel_no","refuge_yes","0.0","season_no","schooling",1.6,0.1,0
"Actinopterygii","Tetraodontiformes","Molidae","Masturus lanceolatus","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",0.5,0.1,0
"Actinopterygii","Tetraodontiformes","Molidae","Ranzania laevis","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","solitary",2.2,1.3,1.6
"Actinopterygii","Tetraodontiformes","Ostraciidae","Lactoria diaphana","juvenile","juvenile",NA,"epipelagic","coastal","0.0","diel_no","refuge_no","1.0","season_yes","solitary",0.3,0.01593117731,0
"Actinopterygii","Tetraodontiformes","Ostraciidae","Ostracion cubicus","juvenile","juvenile","Could be larval but lacking size info","epipelagic","oceanic","0.0","diel_no","refuge_yes","0.0","season_no","solitary",1.6,0.2,0
"Actinopterygii","Tetraodontiformes","Tetraodontidae","Lagocephalus lagocephalus","juvenile","juvenile","Could be larval but lacking size info","epipelagic","coastal","0.0","diel_no","refuge_no","1.0","season_yes","solitary",1.6,0,0
"Cephalopoda","Decapodiformes","Chtenopterygidae","Chtenopteryx sicula","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",33.3333333333333,0,0
"Cephalopoda","Myopsida","Loliginidae","Alloteuthis subulata","juvenile","juvenile",NA,"demersal","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",1,0.43,0.08
"Cephalopoda","Myopsida","Loliginidae","Doryteuthis opalescens","juvenile","juvenile","Glaser (2010)","epipelagic","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",13.4,6.04437643458301,22.6638560235899
"Cephalopoda","Octopoda","Alloposidae","Haliphron atlanticus","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","continental slope","1.0","diel_yes","refuge_no","0.0","season_no","solitary",5,0,0
"Cephalopoda","Octopoda","Amphitretidae","Japetella diaphana","juvenile","juvenile","Based on habitat traits","epipelagic","oceanic","1.0","diel_yes","refuge_no","NA","season_NA","solitary",4.8,1,2.1
"Cephalopoda","Octopoda","Amphitretidae","Japetella heathi","juvenile","juvenile","Based on habitat traits","epipelagic","oceanic","1.0","diel_yes","refuge_no","NA","season_NA","solitary",7,0,0.6
"Cephalopoda","Octopoda","Argonautidae","Argonauta argo","juvenile","juvenile","Likely adult or juvenile based on papers typically reporting unique larvae like these","epipelagic","oceanic","0.0","diel_no","refuge_no","1.0","season_yes","schooling",13.11,2.37,1.6
"Cephalopoda","Octopoda","Argonautidae","Argonauta nodosus","juvenile","juvenile","Likely adult or juvenile based on papers typically reporting unique larvae like these","epipelagic","oceanic","0.0","diel_no","refuge_no","1.0","season_yes","schooling",5,0,0.1
"Cephalopoda","Octopoda","Argonautidae","Argonauta nouryi","juvenile","juvenile","Likely adult or juvenile based on papers typically reporting unique larvae like these","epipelagic","oceanic","0.0","diel_no","refuge_no","1.0","season_yes","schooling",0.5,0.1,0
"Cephalopoda","Octopoda","Eledonidae","Eledone cirrhosa","juvenile","juvenile",NA,"benthic","continental shelf","1.0","diel_yes","refuge_yes","0.0","season_no","solitary",8,0.16,0
"Cephalopoda","Octopoda","Octopodidae","Octopus bimaculatus","juvenile","juvenile","Pinkas et al. (1971) reported pelagic juvenile Octopus bimaculatus","epipelagic","coastal","0.0","diel_no","refuge_no","1.0","season_yes","shoaling",15.9,1.8362662586075,0.182773032448306
"Cephalopoda","Octopoda","Octopodidae","Octopus vulgaris","juvenile","juvenile","Based on O. bimaculatus","epipelagic","coastal","0.0","diel_no","refuge_yes","1.0","season_yes","shoaling",16.6666666666667,0,0
"Cephalopoda","Octopoda","Octopodidae","Pteroctopus tetracirrhus","juvenile","juvenile","Romeo et al. (2012) reported juveniles","epipelagic","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","shoaling",24,3.4,0
"Cephalopoda","Octopoda","Octopodidae","Scaeurgus unicirrhus","juvenile","juvenile","Romeo et al. (2012) reported juveniles","epipelagic","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",5,1.6,0
"Cephalopoda","Octopoda","Opisthoteuthidae","Opisthoteuthis californiana","juvenile","juvenile","Likely the not-yet settled juvenile phase","mesopelagic","continental slope","1.0","diel_yes","refuge_no","0.0","season_no","solitary",0.5,0.1,0
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus gracilis","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","oceanic","0.0","diel_no","refuge_no","1.0","season_yes","solitary",3.2,0.1,1.5
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus violaceus","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","oceanic","0.0","diel_no","refuge_no","1.0","season_yes","solitary",21.31,7.42,0
"Cephalopoda","Oegopsida","Ancistrocheiridae","Ancistrocheirus lesueurii","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","shoaling",7,0.4,0.5
"Cephalopoda","Oegopsida","Brachioteuthidae","Brachioteuthis riisei","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","shoaling",29.6296296296296,0,0
"Cephalopoda","Oegopsida","Chiroteuthidae","Chiroteuthis veranii","juvenile","juvenile","But equally likely to be larva consumed","epipelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","schooling",36.06,8.69,0
"Cephalopoda","Oegopsida","Chiroteuthidae","Grimalditeuthis bonplandi","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","shoaling",0.5,0,0
"Cephalopoda","Oegopsida","Cranchiidae","Cranchia scabra","juvenile","juvenile",NA,"epipelagic","oceanic","0.0","diel_no","refuge_no","0.0","season_no","solitary",1.1,0.1,0
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis armata","juvenile","juvenile",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",54.2857142857143,0,0
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis phyllura","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","oceanic","0.0","diel_no","refuge_no","0.0","season_no","solitary",0,0,0
"Cephalopoda","Oegopsida","Cranchiidae","Helicocranchia pfefferi","adult","adult","Very little info","mesopelagic","oceanic","0.0","diel_no","refuge_no","0.0","season_no","solitary",7.40740740740741,0,0
"Cephalopoda","Oegopsida","Cranchiidae","Liocranchia reinhardtii","juvenile","juvenile",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",1.85185185185185,0,0
"Cephalopoda","Oegopsida","Cranchiidae","Teuthowenia megalops","juvenile","juvenile","Pusineri et al. (2005) reported 20 cm total lengths, and juvenile sizes","epipelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",16.6666666666667,0.1,0
"Cephalopoda","Oegopsida","Enoploteuthidae","Abralia redfieldi","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",5,0,0
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis affinis","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","schooling",1.16279069767442,0.0765110941086457,0.00609243441494352
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis felis","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",36.4,11.3,2.13235204523023
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis gilchristi","adult","adult",NA,"mesopelagic","continental slope","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",0.7,0.2,0.1
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis morisii","adult","adult",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",4.9,3.4,3.4
"Cephalopoda","Oegopsida","Gonatidae","Berryteuthis anonychus","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_yes","1.0","season_yes","schooling",38.5,9,0
"Cephalopoda","Oegopsida","Gonatidae","Gonatopsis borealis","juvenile","juvenile","Glaser (2010) and Watanabe et al. (2004) reported juveniles","mesopelagic","oceanic","1.0","diel_yes","refuge_yes","0.0","season_no","schooling",28.8,15.8,10.8
"Cephalopoda","Oegopsida","Gonatidae","Gonatus berryi","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",1.5,0.1,0.1
"Cephalopoda","Oegopsida","Gonatidae","Gonatus californiensis","juvenile","juvenile","Glaser (2010) reported juveniles","mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",0,0,0
"Cephalopoda","Oegopsida","Gonatidae","Gonatus onyx","juvenile","juvenile","Glaser (2010) reported juveniles","mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",1,0,0
"Cephalopoda","Oegopsida","Gonatidae","Gonatus pyros","juvenile","juvenile","Glaser (2010) reported juveniles","mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",0,0,0.1
"Cephalopoda","Oegopsida","Gonatidae","Gonatus steenstrupi","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","shoaling",23.5,3.5,0.3
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis bonnellii","juvenile","juvenile","Bello et al. (1999)","mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","schooling",63.2,38.4,0
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis heteropsis","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","schooling",1.5,0.1,0
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis meleagroteuthis","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","schooling",0.5,0,0
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis reversa","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","schooling",28,2.05,0.86
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis dofleini","juvenile","juvenile",NA,"mesopelagic","oceanic","0.0","diel_no","refuge_no","0.0","season_no","schooling",2.2,0.6,0.5
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis hoylei","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","schooling",1.6,0.6,1.1
"Cephalopoda","Oegopsida","Lycoteuthidae","Lycoteuthis lorigera","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_yes","0.0","season_no","schooling",32.8,17.3,25.8
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis dentata","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",22.5,1.8,0.2
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis nielseni","juvenile","juvenile","McHugh (1952) reported juveniles","mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",0.332225913621262,0,0
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis rugosa","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",1,0.1,0.2
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis sicula","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",32.7,2.37,0.609243441494352
"Cephalopoda","Oegopsida","Octopoteuthidae","Taningia danae","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",3.3,0.2,0
"Cephalopoda","Oegopsida","Ocythoidae","Ocythoe tuberculata","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","oceanic","0.0","diel_no","refuge_no","1.0","season_yes","solitary",17.2,0.7,0.6
"Cephalopoda","Oegopsida","Ommastrephidae","Dosidicus gigas","juvenile","juvenile","Most likely juvenile / young-of-year","mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",1.16279069767442,0.1,3.35083892821894
"Cephalopoda","Oegopsida","Ommastrephidae","Eucleoteuthis luminosa","juvenile","juvenile",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",4.9,1.3,1.9
"Cephalopoda","Oegopsida","Ommastrephidae","Hyaloteuthis pelagica","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","schooling",2.9,0,0.5
"Cephalopoda","Oegopsida","Ommastrephidae","Illex argentinus","juvenile","juvenile",NA,"epipelagic","continental slope","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",12,0,0
"Cephalopoda","Oegopsida","Ommastrephidae","Illex coindetii","juvenile","juvenile",NA,"epipelagic","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",10.3,2.13,3.3
"Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes bartramii","juvenile","juvenile",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",5,1.6,6.2
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis antillarum","juvenile","juvenile","DosSantos reported juveniles","mesopelagic","continental slope","1.0","diel_yes","refuge_no","0.0","season_no","schooling",12,0,0
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis volatilis","juvenile","juvenile",NA,"mesopelagic","continental slope","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",20.7,3.3,2.8
"Cephalopoda","Oegopsida","Ommastrephidae","Sthenoteuthis oualaniensis","juvenile","juvenile",NA,"mesopelagic","oceanic","0.0","diel_no","refuge_no","1.0","season_yes","schooling",17.9,7,8.5
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes pacificus","juvenile","juvenile",NA,"demersal","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",1.5,0.2,0.4
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes sagittatus","juvenile","juvenile","Bello et al. (1999) reported juveniles","demersal","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",73.7,39.5,0.3
"Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis eblanae","juvenile","juvenile",NA,"demersal","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",2.777777778,0,13.64
"Cephalopoda","Oegopsida","Onychoteuthidae","Ancistroteuthis lichtensteinii","juvenile","juvenile",NA,"demersal","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",33,4.9,0.71
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis banksii","juvenile","juvenile","McHugh (1952) reported juveniles","epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",83.3333333333333,12.32,5.5
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis borealijaponica","juvenile","juvenile",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",58.5,13.4,3.3
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia loennbergii","juvenile","juvenile",NA,"mesopelagic","continental slope","1.0","diel_yes","refuge_no","1.0","season_yes","solitary",0.5,0,0.3
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia robusta","juvenile","juvenile","Most likely juvenile / young-of-year","mesopelagic","continental slope","1.0","diel_yes","refuge_no","1.0","season_yes","solitary",6,0.5,0.3
"Cephalopoda","Oegopsida","Onychoteuthidae","Walvisteuthis rancureli","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","shoaling",26.6,8.6,11.3
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis giardi","adult","adult",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","shoaling",1.63,0.16,0
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis microlampas","juvenile","juvenile","McHugh (1952) reported juveniles","mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","shoaling",0.332225913621262,0,0
"Cephalopoda","Oegopsida","Pyroteuthidae","Pyroteuthis margaritifera","adult","adult",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","shoaling",1.63,0.16,0
"Cephalopoda","Oegopsida","Thysanoteuthidae","Thysanoteuthis rhombus","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","oceanic","0.0","diel_no","refuge_no","1.0","season_yes","solitary",1.6,0,0.6
"Cephalopoda","Sepiida","Sepiolidae","Heteroteuthis dispar","adult","adult",NA,"mesopelagic","continental slope","1.0","diel_yes","refuge_no","0.0","season_no","solitary",66,88.2,3.68
"Cephalopoda","Sepiida","Sepiolidae","Sepietta oweniana","adult","adult",NA,"benthic","continental shelf","1.0","diel_yes","refuge_yes","1.0","season_yes","shoaling",2.85714285714286,0,0
"Cephalopoda","Spirulida","Spirulidae","Spirula spirula","adult","adult",NA,"mesopelagic","continental slope","1.0","diel_yes","refuge_no","0.0","season_no","shoaling",0.7,0.1,0
"Cephalopoda","Vampyromorpha","Vampyroteuthidae","Vampyroteuthis infernalis","juvenile","juvenile",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",0.5,0.1,0
"Gastropoda","Caenogastropoda","Epitoniodea","Janthina exigua","adult","adult",NA,"epipelagic","oceanic","0.0","diel_no","refuge_no","0.0","season_no","solitary",5.71428571428571,0,0
"Gastropoda","Littorinimorpha","Atlantidae","Atlanta peronii","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","solitary",1.85185185185185,0,0
"Gastropoda","Littorinimorpha","Carinariidae","Carinaria lamarckii","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","solitary",34.2857142857143,0,0
"Gastropoda","Pteropoda","Cavoliniidae","Cavolinia tridentata","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","shoaling",10,0,0.1
"Gastropoda","Pteropoda","Cavoliniidae","Diacria trispinosa","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","NA","season_NA","shoaling",5.71428571428571,0.3,0.1
"Gastropoda","Pteropoda","Cliidae","Clio pyramidata","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","shoaling",11.1111111111111,0,0
"Hexanauplia","Calanoida","Calanidae","Calanus finmarchicus","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",3.7037037037037,0,0
"Hydrozoa","Siphonophorae","Diphyidae","Chelophyes appendiculata","adult","adult",NA,"epipelagic","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",16,0,0
"Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus crusculum","adult","adult",NA,"epipelagic","continental shelf","1.0","diel_yes","refuge_no","0.0","season_no","schooling",92.5925925925926,6.2,2.2
"Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus macrocephalus","adult","adult",NA,"epipelagic","continental shelf","1.0","diel_yes","refuge_no","NA","season_NA","schooling",0,0,0
"Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris faurei","adult","adult",NA,"mesopelagic","continental slope","1.0","diel_yes","refuge_no","0.0","season_no","schooling",1.6,0.1,0
"Malacostraca","Amphipoda","Eupronoidae","Parapronoe crustulum","adult","adult",NA,"epipelagic","continental shelf","1.0","diel_yes","refuge_no","0.0","season_no","schooling",1.5,0.2,0.1
"Malacostraca","Amphipoda","Hyperiidae","Hyperia galba","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_yes","1.0","season_yes","schooling",5.71428571428571,0,0
"Malacostraca","Amphipoda","Hyperiidae","Themisto gaudichaudii","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",54.3,5.1,27.3
