"StudyID","CiteAuth","CiteYear","OceanBasin","OceanBasinQ","LocatName","LocatLatitude","LocatLongitude","MonthRange","YearEnd","stomachs_used","pred_life","pred_life_est","pred_age","pred_age_est","pred_flmean","pred_flmean_se","pred_flmean_est","pred_flmin","pred_flmax","pred_flest","est_note","est_ref","prey_class","prey_order","prey_family","prey_sp","prey_age_reported_1","prey_age_reported_2","prey_age_use","Include","FO","pFOuse","N","pN","Total Mass (g)","pM","maxl_use","maxl_type","gape_lmax","gape_height_limit","b_shape_r","eye_body_r","standard_total","maxtl_use","measure","l_adult","l_juve","l_larva","larva_adult","juve_adult","larva_adult_u","juve_adult_u","larva_adult_use","juve_adult_use","prey_length","prey_frac","prey_proba","life_stage"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","A",38,-124,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus pharao","none",NA,"0","Yes",0,0,6,0,0,0,0,"NO",7.38732,6.28564,14.608832623648,0.0312489094290915,0.927838531772894,0,"l_max",103.466278573886,81.8030264974789,5.38886867572325,5.20833333333335,79.0625000000003,5.20833333333335,54.2572773972604,5.20833333333335,79.0625000000003,7.38732,7.13983348180892,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","A",38,-124,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Lampriformes","Trachipteridae","Trachipterus trachypterus","none",NA,"0","Yes",0,0,3,0,0,0,0,"NO",7.38732,6.28564,7.87153747452638,0.0243140692848239,0.867575305124447,0,"l_max",300,180,6.45477109240301,2.15159036413434,60,2.32579518206717,60,2.15159036413434,60,7.38732,2.46244,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","A-B",36.046601,-123.6211254,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Malacostraca","Amphipoda","Phrosinidae","Phrosina semilunata","none",NA,"0","Yes",0,0,2,0,0,0,0,"NO",7.38732,6.28564,NA,NA,NA,0,"l_max",3,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273,3,100,"adult","adult"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","A-B",36.046601,-123.6211254,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus macrocephalus","none",NA,"0","Yes",0,0,1,0,0,0,0,"NO",7.38732,6.28564,NA,NA,NA,0,"l_max",0.5,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273,0.5,100,"adult","adult"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","A-B",36.046601,-123.6211254,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Gastropoda","Littorinimorpha","Carinariidae","Carinaria lamarckii","none",NA,"0","Yes",0,0,4,0,0,0,0,"NO",7.38732,6.28564,4.27872275311848,0,1,0,"l_max",11.5,NA,NA,NA,NA,NA,NA,NA,NA,7.38732,64.2375652173913,NA,"adult"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","A-B",36.046601,-123.6211254,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Myctophiformes","Myctophidae","Tarletonbeania crenularis","none",NA,"0","Yes",0,0,1,0,0,0,0,"NO",7.38732,6.28564,5.1341670180892,0.0655478664524842,0.820391900815025,0,"l_max",12.7,5,2.64507730737492,20.8273803730309,39.3700787401575,17.3397107607587,55.0321262222587,20.8273803730309,39.3700787401575,7.38732,58.167874015748,"adult","adult"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","A-B",36.046601,-123.6211254,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","none",NA,"0","Yes",0,0,2,0,0,0,0,"NO",7.38732,6.28564,8.49401274727012,0.0318175447821097,0.893821207124173,0,"l_max",44.7516792857244,25.3965779946486,4.47516792857244,10,56.75,7.5,38.375,10,56.75,7.38732,16.5073581995314,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","A-B",36.046601,-123.6211254,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Perciformes","Centrolophidae","Icichthys lockingtoni","none",NA,"0","Yes",0,0,1,0,0,0,0,"NO",7.38732,6.28564,3.54899162799449,0.0656944011878248,0.795002498249248,0,"l_max",46,NA,1.95,4.23913043478261,NA,4.23913043478261,30.2666666666667,4.23913043478261,30.2666666666667,7.38732,16.0593913043478,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","A-B-C",32.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Stomiiformes","Phosichthyidae","Vinciguerria lucetia","none",NA,"0","Yes",0,0,1,0,0,0,0,"NO",7.38732,6.28564,5.53218303463821,0.059529623388583,0.828798376516937,0,"l_max",8,4.5,1.45,18.125,56.25,18.125,56.25,18.125,56.25,7.38732,92.3415,"adult","adult"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","A-B-C",32.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","none",NA,"0","Yes",0,0,62,0,0,0,0,"NO",7.38732,6.28564,5.94195536299165,0.0507285341763106,0.851299405873863,0,"l_max",29.1319362246502,11.2768785385743,4.69869939107262,16.1290322580645,38.7096774193549,12.2660925374482,48.3115500472468,16.1290322580645,38.7096774193549,7.38732,25.3581497056456,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","A-B-C",32.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","none",NA,"0","Yes",0,0,14,0,0,0,0,"NO",7.38732,6.28564,8.49401274727012,0.0318175447821097,0.893821207124173,0,"l_max",44.7516792857244,25.3965779946486,4.47516792857244,10,56.75,7.5,38.375,10,56.75,7.38732,16.5073581995314,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","A-B-C",32.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus cuvieri","none",NA,"0","Yes",0,0,1,0,0,0,0,"NO",7.38732,6.28564,7.03038592298802,0.033169196394893,0.864974547475142,0,"l_max",70,NA,2.47406123827187,3.53437319753124,NA,3.89030080253328,36.7942330347152,3.53437319753124,36.7942330347152,7.38732,10.5533142857143,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","A-B-C",32.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Perciformes","Carangidae","Trachurus symmetricus","none",NA,"0","Yes",0,0,5,0,0,0,0,"NO",7.38732,6.28564,5.30219415600652,0.0577646710368977,0.801525786105415,0,"l_max",81,25,1.99619279596024,2.4644355505682,30.8641975308642,2.83716522622231,39.0625189036153,2.4644355505682,30.8641975308642,7.38732,9.12014814814815,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Malacostraca","Amphipoda","Phrosinidae","Phrosina semilunata","none",NA,"0","Yes",0,0,1,0,0,0,0,"NO",7.38732,6.28564,NA,NA,NA,0,"l_max",3,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273,3,100,"adult","adult"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus macrocephalus","none",NA,"0","Yes",0,0,1,0,0,0,0,"NO",7.38732,6.28564,NA,NA,NA,0,"l_max",0.5,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273,0.5,100,"adult","adult"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Malacostraca","Amphipoda","Platyscelidae","Platyscelus armatus","none",NA,"0","Yes",0,0,1,0,0,0,0,"NO",7.38732,6.28564,3.10386403779342,0.109729688296038,0.855740099944753,0,"l_max",1.6,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273,1.6,100,"adult","adult"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Stomiiformes","Phosichthyidae","Vinciguerria lucetia","none",NA,"0","Yes",0,0,5,0,0,0,0,"NO",7.38732,6.28564,5.53218303463821,0.059529623388583,0.828798376516937,0,"l_max",8,4.5,1.45,18.125,56.25,18.125,56.25,18.125,56.25,7.38732,92.3415,"adult","adult"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Gastropoda","Littorinimorpha","Carinariidae","Carinaria lamarckii","none",NA,"0","Yes",0,0,31,0,0,0,0,"NO",7.38732,6.28564,4.27872275311848,0,1,0,"l_max",11.5,NA,NA,NA,NA,NA,NA,NA,NA,7.38732,64.2375652173913,NA,"adult"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Stomiiformes","Stomiidae","Melanostomias valdiviae","none",NA,"0","Yes",0,0,1,0,0,0,0,"NO",7.38732,6.28564,8.47931829038694,0.0198837793099334,0.915505536804047,0,"l_max",24.1,NA,NA,NA,NA,17.1075038453087,45.5147864184009,17.1075038453087,45.5147864184009,7.38732,30.6527800829876,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","none",NA,"0","Yes",0,0,91,0,0,0,0,"NO",7.38732,6.28564,5.94195536299165,0.0507285341763106,0.851299405873863,0,"l_max",29.1319362246502,11.2768785385743,4.69869939107262,16.1290322580645,38.7096774193549,12.2660925374482,48.3115500472468,16.1290322580645,38.7096774193549,7.38732,25.3581497056456,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","none",NA,"0","Yes",0,0,9,0,0,0,0,"NO",7.38732,6.28564,8.49401274727012,0.0318175447821097,0.893821207124173,0,"l_max",44.7516792857244,25.3965779946486,4.47516792857244,10,56.75,7.5,38.375,10,56.75,7.38732,16.5073581995314,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Ophidiiformes","Ophdiidae","Chilara taylori","none",NA,"0","Yes",0,0,3,0,0,0,0,"NO",7.38732,6.28564,6.88167236075799,0.0412058946597092,1,0,"l_max",40.4,NA,7,17.3267326732673,NA,17.3267326732673,42.1173584659917,17.3267326732673,42.1173584659917,7.38732,18.2854455445545,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys sordidus","none",NA,"0","Yes",0,0,2,0,0,0,0,"NO",7.38732,6.28564,2.93052140880576,0.0699994338679431,0.837175390427177,0,"l_max",41,11.9,4.5390727480188,11.0709091415093,29.0243902439024,11.0709091415093,29.0243902439024,11.0709091415093,29.0243902439024,7.38732,18.0178536585366,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Perciformes","Centrolophidae","Icichthys lockingtoni","none",NA,"0","Yes",0,0,6,0,0,0,0,"NO",7.38732,6.28564,3.54899162799449,0.0656944011878248,0.795002498249248,0,"l_max",46,NA,1.95,4.23913043478261,NA,4.23913043478261,30.2666666666667,4.23913043478261,30.2666666666667,7.38732,16.0593913043478,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Perciformes","Bramidae","Taractes asper","none",NA,"0","Yes",0,0,1,0,0,0,0,"NO",7.38732,6.28564,3.21183202285246,0.0783798511679819,0.73001008344281,0,"l_max",68.4922046065369,24.3832248399271,1.24655812383897,1.82,35.5999999999999,1.85265311252924,31.5362637362637,1.82,35.5999999999999,7.38732,10.7856361792375,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Aulopiformes","Paralepididae","Magnisudis atlantica","none",NA,"0","Yes",0,0,1,0,0,0,0,"NO",7.38732,6.28564,9.83547149398581,0.0422720553722116,0.880734167039143,0,"l_max",63.5833173002259,11.0135388895034,3.97395733126412,6.25,17.3214285714285,10.9322069467605,36.0741393203333,6.25,17.3214285714285,7.38732,11.6183305836636,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus cuvieri","none",NA,"0","Yes",0,0,1,0,0,0,0,"NO",7.38732,6.28564,7.03038592298802,0.033169196394893,0.864974547475142,0,"l_max",70,NA,2.47406123827187,3.53437319753124,NA,3.89030080253328,36.7942330347152,3.53437319753124,36.7942330347152,7.38732,10.5533142857143,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Pleuronectiformes","Pleutonectidae","Microstomus pacificus","none",NA,"0","Yes",0,0,1,0,0,0,0,"NO",7.38732,6.28564,3.33606856229464,0.0486218254940133,0.828591254800021,0,"l_max",76,38,6.5,8.55263157894737,50,8.55263157894737,50,8.55263157894737,50,7.38732,9.72015789473684,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Perciformes","Carangidae","Trachurus symmetricus","none",NA,"0","Yes",0,0,22,0,0,0,0,"NO",7.38732,6.28564,5.30219415600652,0.0577646710368977,0.801525786105415,0,"l_max",81,25,1.99619279596024,2.4644355505682,30.8641975308642,2.83716522622231,39.0625189036153,2.4644355505682,30.8641975308642,7.38732,9.12014814814815,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus pharao","none",NA,"0","Yes",0,0,3,0,0,0,0,"NO",7.38732,6.28564,14.608832623648,0.0312489094290915,0.927838531772894,0,"l_max",103.466278573886,81.8030264974789,5.38886867572325,5.20833333333335,79.0625000000003,5.20833333333335,54.2572773972604,5.20833333333335,79.0625000000003,7.38732,7.13983348180892,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Perciformes","Bramidae","Brama brama","none",NA,"0","Yes",0,0,3,0,0,0,0,"NO",7.38732,6.28564,2.83664382008211,0.0478158503032996,0.757359497010879,0,"l_max",100,NA,1.32037692000532,1.32037692000532,NA,1.85265311252924,31.5362637362637,1.32037692000532,31.5362637362637,7.38732,7.38732,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Lampriformes","Trachipteridae","Desmodema polystictum","none",NA,"0","Yes",0,0,1,0,0,0,0,"NO",7.38732,6.28564,8.33741098344183,0.0331874830787504,1,0,"l_max",110,NA,2.75,2.5,NA,2.32579518206717,60,2.5,60,7.38732,6.71574545454546,"juvenile","juvenile"
"Clemens&Iselin1963","Clemens & Iselin","1963.0","N Pacific","NE Pacific","B",33.5,-121.835632,"Jul–Sep",1961,"none reported","juvenile","Estimated: synthesis effort estimated based estimated age and N Pacific catch data giving FL range (Clemens et al. 1965)","1–3 yo","Estimated: study estimated age",68.4,6.5,"Estimated: from N Pacific catch data (Clemens et al. 1965)",50,95,"Estimated: from N Pacific catch data (Clemens et al. 1965)",NA,"Clemens et al. (1965) catch data; ISC (2006)","Actinopterygii","Lampriformes","Trachipteridae","Trachipterus trachypterus","none",NA,"0","Yes",0,0,3,0,0,0,0,"NO",7.38732,6.28564,7.87153747452638,0.0243140692848239,0.867575305124447,0,"l_max",300,180,6.45477109240301,2.15159036413434,60,2.32579518206717,60,2.15159036413434,60,7.38732,2.46244,"juvenile","juvenile"
