"l_adult","larva_adult_use","prey_class","prey_order","prey_family","prey_sp","prey_age_reported_1","life_stage","vert_habitat","horz_habitat","diel_migrant","diel_migrant_cat","refuge","refuge_cat","season_migrant","season_cat","gregarious_primary","l_max","body_shape","b_shape_r","eye_body_r","standard_total","phys_defense","transparent","col_disrupt","silver","countershade","energy_density","percent_protein","percent_lipid","maxFO","maxN","maxM","maxTL","trophic_level","fisheries_status"
3,13.2277038321486,"Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris faurei","none","adult","demersal","continental slope",NA,"diel_UN",0,"refuge_no",NA,"season_NA","schooling",3,"fusiform",NA,NA,NA,1,0,1,0,0,NA,NA,NA,1.6,0.1,0,0,NA,"none"
40,4.3375,"Actinopterygii","Scorpaeniformes","Dactylopteridae","Dactyloptena orientalis","none","juvenile","epipelagic","coastal",NA,"diel_UN",0,"refuge_no",0,"season_no","solitary",NA,"elongated",6.40668171580325,0.08811843850673,0.835581269521768,1,0,1,0,0,NA,NA,NA,1.1,0.1,0,0,NA,"none"
46,3.26086956521739,"Actinopterygii","Perciformes","Carangidae","Decapterus macarellus","none","juvenile","epipelagic","oceanic",NA,"diel_UN",0,"refuge_no",NA,"season_NA","schooling",24.5,"fusiform",5.21135981976042,0.0534379996856572,0.860141523125019,1,0,0,1,1,6.52704,NA,NA,0.5,0.1,0,0,NA,"none"
35,2.83716522622231,"Actinopterygii","Perciformes","Carangidae","Decapterus macrosoma","none","juvenile","epipelagic","reef-associated",NA,"diel_UN",0,"refuge_no",NA,"season_NA","schooling",17.6,"fusiform",5.91040197007838,0.0599157525191535,0.861187129440701,1,0,0,1,1,NA,38.59,6.55,0.5,0,0.1,0,NA,"none"
110,2.5,"Actinopterygii","Lampriformes","Trachipteridae","Desmodema polystictum","none","juvenile","mesopelagic","oceanic",NA,"diel_UN",0,"refuge_no",NA,"season_NA","solitary",NA,"eel-like",8.33741098344183,0.0331874830787504,1,0,0,1,1,1,NA,NA,NA,0,0,0,0,NA,"none"
NA,NA,NA,NA,NA,"Diacria trispinosa","none","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.71428571428571,0.3,0.1,0,NA,NA
6.05651485090635,17.3397107607587,"Actinopterygii","Myctophiformes","Myctophidae","Diaphus effulgens","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",15,"fusiform",3.80107485115547,0.24434932875668,2.47667187636059,0,0,0,0,0,NA,16.54,4.86,2.1,0.2,0.2,0,3,"none"
14.8054573546932,17.3397107607587,"Actinopterygii","Myctophiformes","Myctophidae","Diaphus lucidus","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",11.8,"fusiform",5.55089427775088,0.0519066044562339,0.797003410114818,0,0,0,0,0,NA,NA,NA,7.9,5.8,4.4,0,3,"none"
10.3319749837103,17.3397107607587,"Actinopterygii","Myctophiformes","Myctophidae","Diaphus luetkeni","adult","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",NA,"season_NA","schooling",8.8,"fusiform",5.05257815836263,0.0808503759301906,0.851724865175762,0,0,1,1,1,NA,NA,NA,2.85714285714286,0,0,0,3.78,"none"
15.1991531126716,17.3397107607587,"Actinopterygii","Myctophiformes","Myctophidae","Diaphus ostenfeldi","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",12,"fusiform",4.7674860998262,0.0623316940455414,0.789517673191642,0,0,0,0,0,NA,NA,NA,0.7,0,0,0,3.2,"none"
8.75602566659638,17.3397107607587,"Actinopterygii","Myctophiformes","Myctophidae","Diaphus perspicillatus","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",7.1,"fusiform",5.10726879170806,0.0735945023970887,0.810870167624793,0,0,0,0,0,NA,NA,3.15,7.9,5.8,5,0,3.12,"none"
11.4,12.0175438596491,"Actinopterygii","Myctophiformes","Myctophidae","Diaphus theta","adult","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",11.4,"fusiform",5.15876325040132,0.0696944354281764,0.778387809129909,0,0,1,1,1,9.234,11.7093333333333,11.5583333333333,1,0,0.1,6.6,3.19,"none"
11.4,12.0175438596491,"Actinopterygii","Myctophiformes","Myctophidae","Diaphus theta","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",11.4,"fusiform",5.15876325040132,0.0696944354281764,0.778387809129909,0,0,1,1,1,9.234,11.7093333333333,11.5583333333333,5.6,9.8,0.2,0,3.19,"none"
45,2.22222222222222,"Actinopterygii","Perciformes","Sparidae","Diplodus sargus","none","juvenile","demersal","reef-associated",0,"diel_no",1,"refuge_yes",1,"season_yes","schooling",21,"fusiform",2.63511927228258,0.0749142729997986,0.775717974240165,1,0,1,1,0,NA,18.7,2.01,2.85714285714286,0,0,0,NA,"minor commercial"
35.8891994890309,5.27272727272728,"Actinopterygii","Perciformes","Gempylidae","Diplospinus multistriatus","none","juvenile","mesopelagic","continental shelf",1,"diel_yes",0,"refuge_no",0,"season_no","solitary",16,"elongated",15.823188860179,0.0354008522630266,0.919496686185104,1,0,0,0,0,10.21,NA,NA,8,0,0,16.4220276449808,NA,"none"
27.6,7.26130563738931,"Actinopterygii","Beryciformes","Diretmidae","Diretmus argenteus","none","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",NA,"season_NA",NA,NA,"compressiform",1.61586696177017,0.177904491377918,0.848252449000288,1,0,0,1,1,NA,NA,NA,11.4,2.6,4.6,0,NA,"none"
29.1308192945636,7.89473684210526,"Cephalopoda","Myopsida","Loliginidae","Doryteuthis opalescens","juvenile","juvenile","epipelagic","continental shelf",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",7,"fusiform",6.31686347314711,0.0786422429115184,0.652230196750622,0,0,1,0,0,3.49725,16.5,1,9,1,3.3,0.06,NA,"none"
29.1308192945636,7.89473684210526,"Cephalopoda","Myopsida","Loliginidae","Doryteuthis opalescens","none","juvenile","epipelagic","continental shelf",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",7,"fusiform",6.31686347314711,0.0786422429115184,0.652230196750622,0,0,1,0,0,3.49725,16.5,1,13.4,6.04437643458301,22.6638560235899,0,NA,"none"
400,0.257281831938865,"Cephalopoda","Oegopsida","Ommastrephidae","Dosidicus gigas","none","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",29.7,"fusiform",6.12184249318679,0.0326599143341147,0.583018236731316,0,1,1,0,0,5.3945,14.5,0.366666666666667,1.16279069767442,0.1,3.35083892821894,0,NA,"none"
8.1,13.2277038321486,"Malacostraca","Stromatopoda","Protosquillidae","Echinosquilla guerinii","none","adult","benthic","reef-associated",0,"diel_no",1,"refuge_yes",NA,"season_NA","shoaling",8.1,"elongated",5.05842312885701,0.040512385831237,0.765909652814434,1,0,0,0,0,NA,NA,NA,0.6,0.03801558639,0,0,NA,"none"
NA,NA,NA,NA,NA,"Electrona rissoi","adult","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.155,NA,NA,5.71428571428571,0,0,0,NA,NA
NA,NA,NA,NA,NA,"Electrona rissoi","none","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.155,NA,NA,0.5,0.1,0.1,0,NA,NA
55,6.0905033122694,"Cephalopoda","Octopoda","Eledonidae","Eledone cirrhosa","none","juvenile","benthic","continental shelf",1,"diel_yes",1,"refuge_yes",0,"season_no","solitary",11.1,"fusiform",4.53636848852893,0.036985363042043,0.298527350690224,0,0,1,0,0,4.7,16.2,2.8,8,0.16,0,0,NA,"none"
15.3617088191079,12.2660925374482,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis capensis","none","adult","epipelagic","coastal",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",17,"elongated",5.44691662214013,0.0652579846829429,1.1066477173981,0,0,0,1,1,5.13,12.0460666666667,4.231,10,3.8,4.4,0,3,"minor commercial"
23.5535435247491,7.49999999999999,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis encrasicolus","juvenile","juvenile","epipelagic","coastal",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",9.7,"elongated",6.72879463123401,0.0483216472803161,0.849129133329125,0,0,0,1,1,5.39875,19.625,2.7,29.2,0,20,0,NA,"none"
23.5535435247491,7.49999999999999,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis encrasicolus","none","adult","epipelagic","coastal",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",20,"elongated",6.72879463123401,0.0483216472803161,0.849129133329125,0,0,0,1,1,5.39875,19.625,2.7,9,1.5,4.6,13,3.12,"highly commercial"
23.5535435247491,7.49999999999999,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis encrasicolus","none","juvenile","epipelagic","coastal",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",9.7,"elongated",6.72879463123401,0.0483216472803161,0.849129133329125,0,0,0,1,1,5.39875,19.625,2.7,25.9259259259259,0,0,0,NA,"none"
18,13.1692453542801,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis japonicus","juvenile","juvenile","epipelagic","continental shelf",0,"diel_no",0,"refuge_no",1,"season_yes","schooling",7.955,"elongated",6.26684961558926,0.0537760888707213,0.843716614900789,0,0,1,1,1,5.415,18.3,7.7,85.4,52.8,95.2,0,NA,"highly commercial"
29.1319362246502,16.1290322580645,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","juvenile","juvenile","epipelagic","coastal",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",9.6,"elongated",5.94195536299165,0.0507285341763106,0.851299405873863,0,0,0,1,1,6.632,13.8,6.12333333333333,69.7,40.4,23,5.52097178451032,NA,"commercial"
29.1319362246502,16.1290322580645,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","none","juvenile","epipelagic","coastal",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",9.6,"elongated",5.94195536299165,0.0507285341763106,0.851299405873863,0,0,0,1,1,6.632,13.8,6.12333333333333,15.4,1.2,0.974789506390964,0,NA,"commercial"
60,9.15408758669816,"Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus aequoreus","none","juvenile","epipelagic","oceanic",NA,"diel_UN",0,"refuge_no",0,"season_no","solitary",NA,"eel-like",43.6346062047949,0.011636577001968,1,0,0,1,0,0,4.7,14.7,1.9,41,0,35,0,NA,"none"
36.7587919884038,5.46255506607929,"Cephalopoda","Oegopsida","Ommastrephidae","Eucleoteuthis luminosa","none","juvenile","epipelagic","oceanic",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",9.5,"elongated",6.65779074673977,0.0431757062823878,0.617539336090291,0,0,1,0,0,NA,NA,1.5,4.9,1.3,1.9,0,NA,"none"
2.5,13.2277038321486,"Malacostraca","Euphausiacea","Euphausiidae","Euphausia pacifica","adult","adult","epipelagic","oceanic",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",2.5,"elongated",10.5898904840173,0.0600867421253654,0.839843473229237,1,0,0,0,0,NA,11.3078,2.53854210526316,38.9,43.1,0,0,2.32,"minor commercial"
1.4,13.2277038321486,"Malacostraca","Decapoda","Sergestidae","Eusergestes arcticus","adult","adult","demersal","continental shelf",1,"diel_yes",1,"refuge_yes",1,"season_yes","schooling",1.4,"elongated",8.8580992758633,0.0309819418689772,0.820557585951111,1,1,0,0,0,NA,15.5,9.4,52,0,0,0,3.2,"none"
1.4,13.2277038321486,"Malacostraca","Decapoda","Sergestidae","Eusergestes arcticus","juvenile","juvenile","demersal","continental shelf",1,"diel_yes",1,"refuge_yes",1,"season_yes","schooling",NA,"elongated",8.8580992758633,0.0309819418689772,0.820557585951111,1,1,0,0,0,NA,15.5,9.4,3.7037037037037,0,0,0,NA,"none"
5.4,13.2277038321486,"Malacostraca","Decapoda","Sergestidae","Eusergestes similis","adult","adult","epipelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",5.4,"elongated",8.23421273219414,0.0250970751388895,0.832763026335911,1,1,0,0,0,NA,NA,NA,45,76.5,0,0,NA,"none"
5.4,13.2277038321486,"Malacostraca","Decapoda","Sergestidae","Eusergestes similis","none","adult","epipelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",5.4,"elongated",8.23421273219414,0.0250970751388895,0.832763026335911,1,1,0,0,0,NA,NA,NA,0,0,0,3.6,NA,"none"
60,6.08438381424107,"Actinopterygii","Scorpaeniformes","Triglidae","Eutrigla gurnardus","none","juvenile","demersal","continental shelf",0,"diel_no",1,"refuge_yes",1,"season_yes","shoaling",18.8,"elongated",6.40572232260977,0.0602178177136664,0.821775902482851,1,0,1,1,1,NA,NA,1.55,4,0,0,0,NA,"none"
2.3,13.2277038321486,"Malacostraca","Decapoda","Penaeidae","Funchalia taaningi","none","adult","mesopelagic","continental shelf",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",2.3,"elongated",8.48547145125077,0.0340698839177075,0.805986004520335,1,0,0,0,0,NA,NA,NA,1.6,0.2,0.3,0,2.71,"none"
16,13.2277038321486,"Malacostraca","Decapoda","Penaeidae","Funchalia woodwardi","none","adult","mesopelagic","continental slope",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",16,"elongated",7.38437798243504,0.0345781124640352,0.834755460910623,1,0,0,0,0,NA,NA,NA,0.7,0.1,0.1,0,2.7,"none"
65,3.07692307692308,"Actinopterygii","Gadiformes","Lotidae","Gaidropsarus vulgaris","none","juvenile","demersal","continental shelf",0,"diel_no",1,"refuge_yes",0,"season_no","solitary",27,"elongated",6.4651481241763,0.024239527685904,0.855757068784669,0,0,1,0,0,5.5,17.2,2.6,8,0,0,0,NA,"none"
75.5721945597443,2.13114754098361,"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis armata","none","juvenile","epipelagic","oceanic",NA,"diel_UN",0,"refuge_no",NA,"season_NA",NA,35,"fusiform",6.80268889366612,0.0601883954990335,0.807175183351013,0,1,1,0,0,NA,NA,NA,54.2857142857143,0,0,0,NA,"none"
365.4754479286,3.70370370370369,"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis phyllura","none","larva","epipelagic","oceanic",NA,"diel_UN",0,"refuge_no",NA,"season_NA","schooling",10,"fusiform",6.28905342475231,0.0642329269337908,0.73876371594939,0,1,0,0,0,3.51,9.3,3.3,0,0,0,0,NA,"none"
110.491173119859,3.30944055944056,"Actinopterygii","Perciformes","Gempylidae","Gempylus serpens","none","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",NA,"season_NA","solitary",46.5,"elongated",16.0970077138305,0.0279241668153583,0.905049672081243,1,NA,NA,NA,NA,NA,NA,NA,5.2,0.8933662802,0.5,0,NA,"none"
4.5,13.2277038321486,"Malacostraca","Decapoda","Benthesicymidae","Gennadas elegans","juvenile","juvenile","demersal","continental shelf",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",NA,"elongated",7.52257060327305,0.0328718905848096,0.79198758295141,1,0,0,0,0,NA,NA,5.6,4,0,0,0,NA,"none"
60,11.1666666666667,"Actinopterygii","Pleutonectiformes","Pleuronectidae","Glyptocephalus zachirus","none","juvenile","demersal","continental shelf",0,"diel_no",1,"refuge_yes",0,"season_no","solitary",20,"depressiform",3.2163878553716,0.0509482465071595,0.816510145473304,0,0,1,0,0,2.7235,12.89625,0.877333333333333,0,0,0,0,NA,"none"
58.4100445745581,3.03030303030302,"Cephalopoda","Oegopsida","Gonatidae","Gonatopsis borealis","juvenile","juvenile","mesopelagic","oceanic",1,"diel_yes",1,"refuge_yes",0,"season_no","schooling",NA,"fusiform",5.7325569691604,0.0384063357679049,0.564971320264562,0,0,0,0,0,4.13034285714286,8.6975,4.186,12.5,1.7,0.3,0,NA,"potential"
58.4100445745581,3.03030303030302,"Cephalopoda","Oegopsida","Gonatidae","Gonatopsis borealis","none","juvenile","mesopelagic","oceanic",1,"diel_yes",1,"refuge_yes",0,"season_no","schooling",NA,"fusiform",5.7325569691604,0.0384063357679049,0.564971320264562,0,0,0,0,0,4.13034285714286,8.6975,4.186,28.8,15.8,10.8,0,NA,"potential"
39.8325071084157,4.16666666666667,"Cephalopoda","Oegopsida","Gonatidae","Gonatus berryi","none","juvenile","mesopelagic","oceanic",0,"diel_no",0,"refuge_no",NA,"season_NA","schooling",NA,"fusiform",8.83928866832423,0.0481612926333679,0.602522957811243,0,0,0,0,0,5,8.9,6.2,1.5,0.1,0.1,0,NA,"none"
52.8112311388557,4.76705851619644,"Cephalopoda","Oegopsida","Gonatidae","Gonatus californiensis","juvenile","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",NA,"season_NA","schooling",NA,"fusiform",7.64098372224313,0.0310420569307045,0.596464034651598,0,0,1,0,0,NA,NA,NA,0,0,0,0.12,NA,"none"
28.044109345056,6.13793103448275,"Cephalopoda","Oegopsida","Gonatidae","Gonatus onyx","juvenile","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",NA,"fusiform",5.92717667262218,0.0455761960841425,0.51704262815379,0,0,1,0,0,39.33,NA,NA,1,0,0,0.15,NA,"none"
NA,4.76705851619644,"Cephalopoda","Oegopsida","Gonatidae","Gonatus pyros","juvenile","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",NA,"season_NA","schooling",NA,"fusiform",NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0.1,0,NA,"none"
24.8335621726836,4.76705851619644,"Cephalopoda","Oegopsida","Gonatidae","Gonatus steenstrupi","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",NA,"season_NA","solitary",15,"fusiform",3.95210978472899,0.105027091930819,0.604021279577028,0,1,1,0,0,3.78,NA,NA,20,2,0,17.8801647643322,NA,"potential"
24.8335621726836,4.76705851619644,"Cephalopoda","Oegopsida","Gonatidae","Gonatus steenstrupi","none","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",NA,"season_NA","schooling",NA,"fusiform",3.95210978472899,0.105027091930819,0.604021279577028,0,1,1,0,0,3.78,NA,NA,23.5,3.5,0.3,0,NA,"none"
56.0818912394107,4,"Cephalopoda","Oegopsida","Chiroteuthidae","Grimalditeuthis bonplandi","none","juvenile","mesopelagic","oceanic",NA,"diel_UN",0,"refuge_no",NA,"season_NA",NA,NA,"fusiform",10.94204763275,0.0120075977105752,0.445776692752323,0,0,0,0,0,NA,1.84,NA,0.5,0,0,0,NA,"none"
38,4.87857020853057,"Actinopterygii","Perciformes","Labridae","Halichoeres nicholsi","none","juvenile","demersal","reef-associated",0,"diel_no",1,"refuge_yes",0,"season_no","shoaling",NA,"fusiform",3.41979947279233,0.0277324102424729,0.796787526077235,1,0,1,0,0,NA,NA,NA,0,0,0,0,NA,"none"
190.43070490154,9.02460995505148,"Cephalopoda","Octopoda","Alloposidae","Haliphron atlanticus","none","larva","epipelagic","continental slope",NA,"diel_UN",0,"refuge_no",NA,"season_NA","schooling",NA,"fusiform",3.27946932088237,0.0528972083864895,0.210050159824181,0,1,0,0,0,NA,NA,NA,5,0,0,0,NA,"none"
NA,13.1045461445052,"Cephalopoda","Oegopsida","Cranchiidae","Helicocranchia pfefferi","none","adult","mesopelagic","oceanic",NA,"diel_UN",0,"refuge_no",NA,"season_NA",NA,NA,"globiform",2.66212681311964,0.0722238586462707,0.741321872409547,0,1,1,0,0,NA,NA,NA,7.40740740740741,0,0,0,NA,"none"
50,8,"Actinopterygii","Scorpaeniformes","Gonatidae","Helicolenus dactylopterus","none","juvenile","epipelagic","continental shelf",NA,"diel_UN",1,"refuge_yes",1,"season_yes","schooling",32,"fusiform",3.54761376551636,0.0866750693526003,0.796634072240436,1,NA,NA,NA,NA,6.36,19.225,6.51,16,0,0,0,NA,"none"
18,13.2277038321486,"Malacostraca","Decapoda","Pandalidae","Heterocarpus laevigatus","none","adult","benthic","continental slope",1,"diel_yes",1,"refuge_yes",1,"season_yes","schooling",18,"elongated",6.2282297466484,0.0193173420909112,0.83902257126344,1,0,1,0,0,NA,NA,NA,3.2,0.3,0.1,0,NA,"potential"
NA,NA,NA,NA,NA,"Heteroteuthis dispar","adult","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,88.2,3.68,0,NA,NA
NA,NA,NA,NA,NA,"Heteroteuthis dispar","none","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1,56.4,0,0,NA,NA
113.583592549183,6.84210526315788,"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis bonnellii","juvenile","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",7,"fusiform",4.80014632437565,0.067840870541936,0.290534920223717,0,0,1,0,0,NA,NA,NA,63.2,38.4,0,0,NA,"none"
113.583592549183,6.84210526315788,"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis bonnellii","none","larva","mesopelagic","oceanic",0,"diel_no",0,"refuge_no",0,"season_no","schooling",NA,"fusiform",4.80014632437565,0.067840870541936,0.290534920223717,0,1,0,0,0,NA,NA,NA,8,0,0,0,NA,"none"
39.9342857142858,6.84210526315788,"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis heteropsis","none","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",5.5,"fusiform",6.0745063541683,0.06554227211486,0.330543034986048,0,0,1,0,0,NA,NA,NA,1.5,0.1,0,0,NA,"none"
38.5419251560217,6.84210526315788,"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis meleagroteuthis","none","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",NA,"season_NA",NA,6.5,"fusiform",6.26480661479157,0.0435681657543741,0.29578180004895,0,0,0,0,0,NA,NA,NA,0.5,0,0,0,NA,"none"
53.9912621016317,6.84210526315788,"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis reversa","none","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",5,"fusiform",5.76063801874459,0.0609496353283414,0.35190879524607,0,0,1,0,0,NA,NA,NA,28,2.05,0.86,0,NA,"none"
13.8829059855913,7.22222222222219,"Cephalopoda","Oegopsida","Ommastrephidae","Hyaloteuthis pelagica","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",9,"fusiform",6.38336970913376,0.0613610620980357,0.648279258632226,0,0,1,0,0,NA,NA,NA,2.9,0,0.5,0,3.8,"none"
8.30730748030718,14.5588235294118,"Actinopterygii","Myctophiformes","Myctophidae","Hygophum hygomii","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",6.8,"fusiform",4.81653707068362,0.106097798699724,0.818556435538191,0,0,0,1,0,6.06,NA,1.75,0.7,0,0,0,3,"none"
1.2,13.2277038321486,"Malacostraca","Amphipoda","Hyperiidae","Hyperia galba","adult","adult","epipelagic","oceanic",1,"diel_yes",1,"refuge_yes",1,"season_yes","schooling",1.2,"fusiform",4.69329916751324,0.0968753927922142,0.753191106079826,1,0,1,0,0,1.9491,6.46725,1.9899,0.1,0,0,0,NA,"none"
1.2,13.2277038321486,"Malacostraca","Amphipoda","Hyperiidae","Hyperia galba","none","adult","epipelagic","oceanic",1,"diel_yes",1,"refuge_yes",1,"season_yes","schooling",1.2,"fusiform",4.69329916751324,0.0968753927922142,0.753191106079826,1,0,1,0,0,1.9491,6.46725,1.9899,5.71428571428571,0,0,0,NA,"none"
46,4.23913043478261,"Actinopterygii","Perciformes","Centrolophidae","Icichthys lockingtoni","none","juvenile","epipelagic","coastal",1,"diel_yes",0,"refuge_no",NA,"season_NA","shoaling",NA,"fusiform",3.54899162799449,0.0656944011878248,0.795002498249248,1,1,0,0,0,NA,NA,NA,1,0,0,0,NA,"none"
NA,13.2277038321486,"Malacostraca","Isopoda","Idoteidae","Idotea metallica","none","adult","epipelagic","continental shelf",0,"diel_no",1,"refuge_yes",1,"season_yes","schooling",NA,"fusiform",2.86262590472009,0.0646699312888026,0.841835991039137,1,0,0,0,0,NA,NA,NA,3.7037037037037,0,0,0,NA,"none"
57.8452103294623,1.75757575757576,"Cephalopoda","Oegopsida","Ommastrephidae","Illex argentinus","adult","adult","epipelagic","continental slope",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",33,"fusiform",4.79464379581997,0.0352973575534677,0.570488028516894,0,0,0,0,0,5.014,16,1.12,12,0,0,0,3.82,"highly commercial"
57.0039842758757,6.25,"Cephalopoda","Oegopsida","Ommastrephidae","Illex coindetii","none","juvenile","demersal","continental shelf",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",20.7,"fusiform",7.21326775573866,0.0446798911314911,0.56136426964707,0,0,1,0,0,4.3,17.3,1.46,10.3,2.13,3.3,0,NA,"commercial"
1.04,13.2277038321486,"Malacostraca","Decapoda","Oplophoroidae","Janicella spinicauda","none","adult","bathypelagic","continental slope",1,"diel_yes",0,"refuge_no",0,"season_no","schooling",1.04,"elongated",7.91494079325559,0.0338703895264318,0.839056861902585,1,1,1,0,0,NA,NA,NA,2.2,0.5,0.1,0,3.52,"none"
1.53,NA,"Gastropoda","Caenogastropoda","Epitoniodea","Janthina exigua","none","adult","epipelagic","oceanic",0,"diel_no",0,"refuge_no",0,"season_no","solitary",1.53,"globiform",1.12403943743132,0,1,1,0,0,0,0,NA,NA,NA,5.71428571428571,0,0,0,NA,"none"
16,9.02460995505148,"Cephalopoda","Octopoda","Amphitretidae","Japetella diaphana","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",NA,"season_NA","solitary",16,"globiform",2.41709492497973,0.0766530196669182,0.61086806725147,0,1,1,0,0,NA,NA,NA,4.8,1,2.1,0,3.58,"none"
12.6368500116914,9.02460995505148,"Cephalopoda","Octopoda","Amphitretidae","Japetella heathi","none","adult","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",NA,"season_NA","solitary",8,"globiform",1.98082364587567,0.102038974294297,0.633069158263217,0,1,1,0,0,2.8,9.275,NA,7,0,0.6,0,NA,"none"
110,2.45454545454545,"Actinopterygii","Perciformes","Scombridae","Katsuwonus pelamis","none","juvenile","epipelagic","oceanic",1,"diel_yes",0,"refuge_no",1,"season_yes","schooling",40,"fusiform",3.51737223401035,0.039496938235589,0.909395083791833,1,0,0,1,1,6.12956,23.79125,1.69875,0.6,0.1710701388,0,0,NA,"none"
34,2,"Actinopterygii","Tetraodontiformes","Ostraciidae","Lactoria diaphana","none","juvenile","epipelagic","continental shelf",NA,"diel_UN",0,"refuge_no",NA,"season_NA","solitary",10.2,"globiform",3.13195532473199,0.0822589433865605,0.82005976021664,1,1,1,0,0,NA,NA,NA,0.3,0.0190077932,0,0,NA,"none"
61,1.58621304194619,"Actinopterygii","Tetraodontiformes","Tetraodontidae","Lagocephalus lagocephalus","none","juvenile","demersal","oceanic",NA,"diel_UN",0,"refuge_no",NA,"season_NA","solitary",NA,"globiform",4.64979311729985,0.0444428720889569,0.843683625349189,0,0,0,1,1,NA,NA,NA,1.6,0,0,0,NA,"none"
23.6460081120281,2.74887836001952,"Actinopterygii","Myctophiformes","Myctophidae","Lampadena luminosa","none","juvenile","mesopelagic","oceanic",1,"diel_yes",0,"refuge_no",0,"season_no","shoaling",15,"elongated",5.5116316306489,0.0578070596523439,0.845808726159853,0,0,0,1,0,3.971,11.2,1,0.5,0.3,0.5,0,NA,"none"
