"","StudyID","CiteAuth","CiteYear","OceanBasin","OceanBasinQ","LocatLatitude","LocatLongitude","YearEnd","lat_cat","province","code","pred_life","pred_flmean","grouped_id","Alepisaurus ferox","Anchylomera blossevillei","Ancistroteuthis lichtensteinii","Arctozenus risso","Argonauta argo","Argonauta nodosus","Belone belone","Benthosema glaciale","Beryx splendens","Brachyscelus crusculum","Ceratoscopelus warmingii","Cololabis saira","Diaphus effulgens","Diaphus lucidus","Diaphus perspicillatus","Diaphus theta","Doryteuthis opalescens","Dosidicus gigas","Electrona rissoi","Engraulis capensis","Engraulis encrasicolus","Engraulis japonicus","Engraulis mordax","Entelurus aequoreus","Eucleoteuthis luminosa","Funchalia taaningi","Funchalia woodwardi","Gonatopsis borealis","Heterocarpus laevigatus","Histioteuthis reversa","Hyaloteuthis pelagica","Illex coindetii","Janicella spinicauda","Lampadena luminosa","Lampanyctodes hectoris","Leptocotis tenuirostris","Lycoteuthis lorigera","Lysiosquilla tredecimdentata","Macroramphosus scolopax","Makaira mazara","Maurolicus imperatorius","Maurolicus muelleri","Medialuna californiensis","Meganyctiphanes norvegica","Merluccius productus","Micromesistius poutassou","Myctophum asperum","Nematoscelis megalops","Nyctiphanes australis","Ocythoe tuberculata","Odontodactylus scyllarus","Ommastrephes bartramii","Onychoteuthis banksii","Onychoteuthis borealijaponica","Oplophorus typus","Ornithoteuthis volatilis","Parapronoe crustulum","Phrosina semilunata","Platyscelus serratulus","Pleuroncodes planipes","Ranzania laevis","Sardina pilchardus","Sardinella aurita","Sardinops sagax","Scomber japonicus","Scomber scombrus","Scomberesox saurus","Scyllarus arctus","Sthenoteuthis oualaniensis","Streetsia challengeri","Symbolophorus barnardi","Themisto gaudichaudii","Thysanoteuthis rhombus","Todarodes pacificus","Todarodes sagittatus","Todaropsis eblanae","Trachurus japonicus","Trachurus symmetricus","Trachurus trachurus","Triphoturus mexicanus","Vibilia gibbosa","Vinciguerria lucetia"
"46","Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic",44,-2.7,2006,"temperate","Westerlies - N. Atlantic Drift Province (WWDR)","NADR","juvenile, adult",61.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0
"47","Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic",44,-2.7,2006,"temperate","Westerlies - N. Atlantic Drift Province (WWDR)","NADR","juvenile, adult",61.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic",44,-2.7,2006,"temperate","Westerlies - N. Atlantic Drift Province (WWDR)","NADR","juvenile, adult",61.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic",44,-2.7,2006,"temperate","Westerlies - N. Atlantic Drift Province (WWDR)","NADR","juvenile, adult",61.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic",44,-2.7,2006,"temperate","Westerlies - N. Atlantic Drift Province (WWDR)","NADR","juvenile, adult",61.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic",44,-2.7,2007,"temperate","Westerlies - N. Atlantic Drift Province (WWDR)","NADR","juvenile, adult",62,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic",44,-2.7,2007,"temperate","Westerlies - N. Atlantic Drift Province (WWDR)","NADR","juvenile, adult",62,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic",44,-2.7,2007,"temperate","Westerlies - N. Atlantic Drift Province (WWDR)","NADR","juvenile, adult",62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic",44,-2.7,2007,"temperate","Westerlies - N. Atlantic Drift Province (WWDR)","NADR","juvenile, adult",62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic",44,-2.7,2007,"temperate","Westerlies - N. Atlantic Drift Province (WWDR)","NADR","juvenile, adult",62,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic",44,-2.7,2007,"temperate","Westerlies - N. Atlantic Drift Province (WWDR)","NADR","juvenile, adult",62,5,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","Madigan2015","Madigan et al.","2015.0","N Pacific","NE Pacific",34.633208,-124.292542,2010,"temperate","Coastal - California Upwelling Coastal Province","CCAL","juvenile",75.6,2,0,0,0,0,0.000609243441494352,0,0,0,0,0,0,0.00609243441494352,0,0,0,0,22.6638560235899,0,0,0,0,0,0.974789506390964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792016473942658,0,0,0,0,0,0,0,0,0,7.4327699862311,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5378035555447,0,0,0,0
"58","Madigan2015","Madigan et al.","2015.0","N Pacific","NE Pacific",34.633208,-124.292542,2010,"temperate","Coastal - California Upwelling Coastal Province","CCAL","juvenile",75.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35083892821894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000609243441494352,0,0,0,0,0,0,0.000609243441494352,0,0,0,0,0,0,0,0,0,0.182773032448306,0,0,0,0,0.00609243441494352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000609243441494352,0,0
"59","McHugh1952","McHugh, JL","1952.0","N Pacific","NE Pacific",32.5,-121,1949,"temperate","Coastal - California Upwelling Coastal Province","CCAL","juvenile",68.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","McHugh1952","McHugh, JL","1952.0","N Pacific","NE Pacific",32.5,-121,1949,"temperate","Coastal - California Upwelling Coastal Province","CCAL","juvenile",68.4,3,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0
"61","McHugh1952","McHugh, JL","1952.0","N Pacific","NE Pacific",32.5,-121,1949,"temperate","Coastal - California Upwelling Coastal Province","CCAL","juvenile",68.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95
"62","OrtizZarate1987","Ortiz de Zarate, V","1987.0","N Atlantic","NE Atlantic",46.986108,-5.407589,1968,"temperate","Coastal - NE Atlantic Shelves Province","NECS","juvenile, adult",72.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,42.4,0,0,0
"63","OrtizZarate1987","Ortiz de Zarate, V","1987.0","N Atlantic","NE Atlantic",46.986108,-5.407589,1968,"temperate","Coastal - NE Atlantic Shelves Province","NECS","juvenile, adult",72.9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","OrtizZarate1987","Ortiz de Zarate, V","1987.0","N Atlantic","NE Atlantic",46.986108,-5.407589,1968,"temperate","Coastal - NE Atlantic Shelves Province","NECS","juvenile, adult",72.9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","OrtizZarate1987","Ortiz de Zarate, V","1987.0","N Atlantic","NE Atlantic",46.986108,-5.407589,1968,"temperate","Coastal - NE Atlantic Shelves Province","NECS","juvenile, adult",72.9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","Romanov2020","Romanov et al.","2020.0","S Atlantic","SE Atlantic",-35,18,2014,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","Romanov2020","Romanov et al.","2020.0","S Atlantic","SE Atlantic",-35,18,2014,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,10.8,0,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0
"68","Romanov2020","Romanov et al.","2020.0","Indian","SW Indian",-19,53,2014,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,1,1,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.1,0.5,0,0,0,0.7,0,0.5,0,0,0,0,0,0,0.6,0,0,0,0,0,5.5,0,0.3,0,0,0,0,0,1.6,0,0,0,0,0,0,0,8.5,0,0,0,0.1,0,0,0,0,0,0,0,0,0
"69","Romanov2020","Romanov et al.","2020.0","Indian","SW Indian",-15.5,42.76,2014,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4.4,5,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","Romanov2020","Romanov et al.","2020.0","S Atlantic","SE Atlantic",-35,18,2014,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","Romanov2020","Romanov et al.","2020.0","Indian","SW Indian",-19,53,2014,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.9,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","Romanov2020","Romanov et al.","2020.0","S Atlantic","SE Atlantic",-35,18,2014,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,4,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","Romanov2020","Romanov et al.","2020.0","Indian","SW Indian",-15.5,42.76,2014,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0.6,0,0,0,0,0,0,0,0,0
"74","Romanov2020","Romanov et al.","2020.0","Indian","SW Indian",-15.5,42.76,2014,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,3,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","Romanov2020","Romanov et al.","2020.0","S Atlantic","SE Atlantic",-35,18,2014,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","Romanov2020","Romanov et al.","2020.0","Indian","SW Indian",-19,53,2014,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","Romanov2020","Romanov et al.","2020.0","Indian","SW Indian",-15.5,42.76,2014,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","Romanov2020","Romanov et al.","2020.0","Indian","NW Indian",-8,57,2015,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,4,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","Romanov2020","Romanov et al.","2020.0","Indian","SW Indian",-19,53,2014,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,5,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","Romanov2020","Romanov et al.","2020.0","S Atlantic","SE Atlantic",-35,18,2014,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,6,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","Romanov2020","Romanov et al.","2020.0","Indian","NW Indian",-8,57,2015,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","Romanov2020","Romanov et al.","2020.0","Indian","SW Indian",-19,53,2014,"tropical","Trades - Indian S. Subtropical Gyre Province","ISSG","adult",95.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","Watanabe-etal2004","Watanabe etal.","2004.0","N Pacific","NW Pacific",36,160,2002,"temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile",64.006,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,95.2,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0
"84","Watanabe-etal2004","Watanabe etal.","2004.0","N Pacific","NW Pacific",40,163,2001,"temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile",54.763,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.3,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","Watanabe-etal2004","Watanabe etal.","2004.0","N Pacific","NW Pacific",36,160,2002,"temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile",64.006,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","Watanabe-etal2004","Watanabe etal.","2004.0","N Pacific","NW Pacific",36,160,2002,"temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile",64.006,5,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","Watanabe-etal2004","Watanabe etal.","2004.0","N Pacific","NW Pacific",40,163,2001,"temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile",54.763,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","Watanabe-etal2004","Watanabe etal.","2004.0","N Pacific","NW Pacific",36,160,2002,"temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile",64.006,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","Watanabe-etal2004","Watanabe etal.","2004.0","N Pacific","NW Pacific",36,160,2002,"temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile",64.006,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","Watanabe-etal2004","Watanabe etal.","2004.0","N Pacific","NW Pacific",40,163,2001,"temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile",54.763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,0,0,0,0,0
"91","Watanabe-etal2004","Watanabe etal.","2004.0","N Pacific","NW Pacific",36,160,2002,"temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile",64.006,6,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","Watanabe-etal2004","Watanabe etal.","2004.0","N Pacific","NW Pacific",36,160,2002,"temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile",64.006,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","Watanabe-etal2004","Watanabe etal.","2004.0","N Pacific","NW Pacific",36,160,2002,"temperate","Westerlies - N. Pacific Polar Front Province","NPPF","juvenile",64.006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","Williams2015","Williams et al.","2015.0","S Pacific","SW Pacific",-42.5,170,2008,"tropical","Westerlies - S. Pacific Subtropical Gyre Province","SPSG","juvenile, adult",64.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","Williams2015","Williams et al.","2015.0","S Pacific","SW Pacific",-42.5,170,2009,"tropical","Westerlies - S. Pacific Subtropical Gyre Province","SPSG","juvenile, adult",74.248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
