QueryPreyClass,family,species,species_life,Adult Image #,Juvenile Image #,Larvae image #,Ref,prey_life,life_stage,TunaDietNote,depth_shallow,depth_deep,temp_min,temp_max,temp_mean,vert_habitat,vert_habitat_ordinal,vert_other,horz_habitat,horz_habitat_ordinal,horz_other,habitat_long,habitat_combi,habitat_notes,HabSource,DemersPelag,HabitatDetail,Climate,ClimateRef, ,diel_active,diel_migrant,diel_ref,diel_url1,diel_url2,diel_note,refuge,RefugeNote,season_migrant,season_notes,season_REF,season_URL,AnaCat,body_shape,body_shape_ordinal,BShapeRatio,LminRep,LmaxRep,LAveRep,LAveCalc,LAveREF,LFrac,Lcom,Lmat,Lmax,LTypeMaxM,L_Ref,L_URL,L_URL2,L_notes,phys_defense,defense_spines,exoskeleton,ColourDisrupt,Silvering,Countershade,Photophores,gregarious,greg_note,greg_ref,greg_URL,VisualDetect,TrophicLevel,SETrophicLevel,TrophEstimate,IUCNstatus,Commercial,Recreational,Source,URL,URL2,AuthorRef, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14
Cephalopoda,Incirrata,Octopus vulgaris,Octopus vulgaris (adult),4,0,0,Roberto Pillon; FAO; wikipedia,,adult,,0,347,10,28.9,25.8,benthic,1,,reef-associated,2,continental shelf,reef-associated benthic,reef-associated,,SeaLifeBase,reef-associated,"Inhabits rocky, sandy and muddy bottoms of the coastline to the edge of the continental shelf (Ref. 2133). Found in intertidal and subtidal areas (Ref. 83938).",tropical; subtropical; temperate,,,NA,1,,https://animaldiversity.org/accounts/Octopus_vulgaris/,,"Octopus vulgaris seems to undergo seasonal migrations, mainly of vertical orientation",1,,1,,"(Case 1999, Tsangridis et al. 2002)",http://safinacenter.org/documents/2012/03/octopus-tako-full-species-report.pdf/,oceanodromous,globiform,4,NA,,,,,,,11.3,7,25,ML,"Cuccu, D. et, al. 2013. Reproductive development versus estimated age and size in a wild Mediterranean population of Octopus vulgaris (Cephalopoda: Octopodidae). Journal of the Marine Biological Association of the UK 93(03).DOI: 10.1017/S0025315412000203",https://en.wikipedia.org/wiki/Common_octopus,https://www.researchgate.net/publication/259432315_Reproductive_development_versus_estimated_age_and_size_in_a_wild_Mediterranean_population_of_Octopus_vulgaris_Cephalopoda_Octopodidae/figures?lo=1&utm_source=google&utm_medium=organic,,0,0,0,,,,,solitary,,,http://www.thecephalopodpage.org/MarineInvertebrateZoology/Octopusvulgaris.html,,3.74,0.15,Species,LC,commercial,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Loliginidae,Alloteuthis subulata,Alloteuthis subulata (adult),6,0,0,"tolweb.org; alamy.com; FAO; Wirtz,Peter",,adult,,0,630,7.4,19.4,10.8,demersal,2,,continental shelf,4,,continental shelf demersal,continental demersal,,SeaLifeBase,demersal,"Wikipedia Biology: The males and females arrive together in inshore waters of the North Sea in early summer. The spawning season is restricted to June and July. Eggs are covered in gel and laid in strings, which are attached to hard objects on the seabed. The eggs hatch after about 2 weeks when the juveniles are 2 mm long. They first appear in plankton samples towards the end of July; after about 15 to 30 days, they switch to a demersal mode of life.",tropical; subtropical; temperate,,,NA,0,,https://en.wikipedia.org/wiki/Alloteuthis_subulata,,"Spring migration into estuaries is largely influenced by temperature and salinity, while fall emigration is closely associated with a decline in water temperature. ",1,,1,reproduction; summer,SeaLifeBase; Wikipedia,https://en.wikipedia.org/wiki/Alloteuthis_subulata,NA,fusiform ,3,NA,,,,,,,NA,7.8,21,ML,,https://www.sealifebase.org/summary/Alloteuthis-subulata.html,,,0,0,0,,,,,schooling,,,http://www.vliz.be/imisdocs/publications/275402.pdf,,4.5,0.8,Species,DD,commercial,0,Wikipedia,https://en.wikipedia.org/wiki/Alloteuthis_subulata,,NA,,,,,,,,,,,,,
Cephalopoda,Loliginidae,Doryteuthis opalescens,Doryteuthis opalescens (adult),4,0,0,mexicanfish.org; wikipedia,,adult,,20,180,8.2,11.9,9.2,epipelagic,5,mesopelagic,continental shelf,4,,continental shelf epipelagic,coastal epipelagic,"Oceanic epipelagic selected = more commonly found in < 200 m of water, but does go deeper",animaldiversity.org,pelagic,found in greatest abundance around 15 meters during the day to about 30 meters at night when hunting.,subtropical temperate,,,NA,1,,https://www.google.com/search?q=Doryteuthis+opalescens+migration&oq=Doryteuthis+opalescens+migration&aqs=chrome..69i57.8892j0j4&sourceid=chrome&ie=UTF-8,https://animaldiversity.org/accounts/Doryteuthis_opalescens/,Adult D. opalescens move off the continental shelf by day and can be found to depths of 500 m. Adult shoals return to the surface at night to hunt,0,,0,"literature only discusses vertical migrations, so this is an assumption that they dont seasonally migrate",,,NA,fusiform ,3,NA,,,,,,,NA,7,19,ML,,https://www.sealifebase.ca/summary/Doryteuthis-opalescens.html,https://en.wikipedia.org/wiki/Doryteuthis_opalescens,,0,0,0,,,,,schooling,shoaling in 10's as paralarvae; schooling adults; schools at night were tighter than during the day,,https://www.sealifebase.ca/summary/Doryteuthis-opalescens.html;  shoaling,,3.74,0.6,Species,LC,commercial,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Lycoteuthidae,Lycoteuthis lorigera,Lycoteuthis lorigera (adult),2,0,0,tolweb,,adult,,0,3000,NA,NA,NA,mesopelagic,6,epipelagic; bathypelagic,continental slope,5,oceanic,continental slope mesopelagic,mesopelagic,,"ToL/IUCN: Vecchione, M. and Young, R.E. 2008. Lycoteuthis Pfeffer, 1900. Version 23 April 2008. Available at: http://tolweb.org/Lycoteuthis/19732/2008.04.23; SeaLifeBase",pelagic-oceanic,"IUCN: Members of the Lycoteuthis genus inhabit mesopelagic depths, are typically associated with island and continental slopes, and undergo diel vertical migration to near surface waters at night (Vecchione and Young  2008).",subtropical,,,NA,1,"Vecchione, M. and Young, R.E. 2008. Lycoteuthis Pfeffer, 1900. Version 23 April 2008. Available at: http://tolweb.org/Lycoteuthis/19732/2008.04.23.",https://www.iucnredlist.org/species/163008/963400,,Info taken at genus level,0,,UN,,,,NA,fusiform ,3,NA,,,,,,,NA,NA,19,ML,,https://www.sealifebase.ca/summary/Lycoteuthis-lorigera.html,,,0,0,0,,,,,UN,,,,,NA,NA,,LC,of no interest,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Mastigoteuthidae,Mastigoteuthis dentata,Mastigoteuthis dentata (adult),1,0,0,tolweb,,adult,,NA,NA,NA,NA,NA,mesopelagic,6,bathypelagic; benthopelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Data deficient; Information taken at family level,,demersal,"IUCN: Members of the Mastigoteuthidae family are deep water pelagic or benthopelagic squids that have a vertical distribution of 500 to 1,000 m during the day and rising up at night to shallower depths (50 to 100 m) (Roper and Sweeney 1992). They appear to have planktonic paralarval young (Roper and Sweeney 1992).",tropical,,,NA,UN,,,,,1,,UN,,,,NA,fusiform ,3,NA,,,,,,,NA,NA,7.2,ML,,http://tolweb.org/Mastigoteuthis_dentata/19512,,,0,0,0,,,,,UN,,,,,NA,NA,,DD,NA,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Octopodidae,Octopus bimaculatus,Octopus bimaculatus (adult),2,1,1,wikipedia; research gate; week.divebums.com; ,,adult,,0,50,10.5,26.8,21.3,benthic,1,,reef-associated,2,,reef-associated benthic,reef-associated,,SeaLifeBase,benthic,"Eggs take 1 to 2 months to develop, hatching as planktonic paralarvae (Jereb et al. 2014).",subtropical,,,NA,0,"Ambrose, R. F. (1982). Shelter utilization by the molluscan cephalopod Octopus bimaculatus. Marine Ecology Progress Series 7, 67-73. ",https://animaldiversity.org/accounts/Octopus_bimaculatus/,https://www.int-res.com/articles/meps/7/m007p067.pdf, These octopuses may have been involved in seasonal migrations. Mediterranean 0. vulgaris move to deeper areas in autumn and winter and return to shallow water in spring,1,,1," In this latter population, there is seasonal variation in diet, as well as variation by sex and reproductive status",(Villegas et al. 2014).,http://digitalassets.lib.berkeley.edu/etd/ucb/text/Hofmeister_berkeley_0028E_15763.pdf,NA,globiform,4,NA,,,,,,,NA,18,61,TL,,https://www.sealifebase.ca/summary/Octopus-bimaculatus.html,https://www.google.com/search?safe=active&sxsrf=ACYBGNSl6xeI8hRYSqTGncIVLepX7pT2Ug%3A1570765447583&ei=h_qfXeaXI-DM0PEP-6-FuAw&q=Octopus+bimaculatus+mature+length&oq=Octopus+bimaculatus+mature+length&gs_l=psy-ab.3..33i160.2570.4696..4815...2.2..0.115.1481.10j5......0....1..gws-wiz.......0i71j35i39j33i299.FwjgcycnfNU&ved=0ahUKEwim95ykpZPlAhVgJjQIHftXAccQ4dUDCAs&uact=5,,0,0,0,,,,,solitary,,,https://animaldiversity.org/accounts/Octopus_bimaculatus/,,3.44,0.71,Species,LC,NA,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Octopodidae,Pteroctopus tetracirrhus,Pteroctopus tetracirrhus (adult),2,0,0,FAO; cornell university,,adult,,25,750,10.2,21.4,14.5,benthic,1,,continental shelf,4,,continental shelf benthic,continental benthic,,SeaLifeBase,benthic,,temperate; subtropical; tropical,,,NA,1,"Lefkaditou, E., Maiorano,P., and Mytilineou, C. 2001. Cephalopod scpeices captured by deep-water exploratory trawling in the eastern Ionian Sea. ",https://www.nafo.int/Portals/0/PDFs/sc/2001/scr01-131.pdf,,see table 1,0,,1,,"Quetglas,A.,Gonzalez,M., Franco,I. 2009. Life history of the bathyal octopus Pteroctopus tetracirrhus (Mollusca, Cephalopoda) in the Mediterranean Sea.",https://www.academia.edu/23990709/Life_history_of_the_bathyal_octopus_Pteroctopus_tetracirrhus_Mollusca_Cephalopoda_in_the_Mediterranean_Sea,NA,globiform,4,NA,,,,,,,NA,NA,11,ML,,https://www.sealifebase.ca/summary/Pteroctopus-tetracirrhus.html,,,0,0,0,,,,,solitary,octopods in general are solitary,,https://books.google.com/books?id=Nxfv6xZZ6WYC&pg=PA97&lpg=PA97&dq=Japetella+diaphana+solitary&source=bl&ots=sEIYYWiOxf&sig=ACfU3U1jClW8dA-2UOc2CFdKni1AcPtS9Q&hl=en&sa=X&ved=2ahUKEwjVz6DC24XlAhV6GTQIHUscCRwQ6AEwDXoECAgQAQ#v=onepage&q=Japetella%20diaphana%20solitary&f=false,,3.73,0.55,Species,LC,minor commercial,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Octopodidae,Scaeurgus unicirrhus,Scaeurgus unicirrhus (adult),1,0,0,FAO,,adult,,100,800,10.5,22.1,14.7,benthic,1,,continental shelf,4,continental slope,continental shelf benthic,continental benthic,,"SeaLifeBase; A Quetglas, A Carbonell, P Sánchez, Demersal Continental Shelf and Upper Slope Cephalopod Assemblages from the Balearic Sea (North-Western Mediterranean). Biological Aspects of Some Deep-Sea Species, Estuarine, Coastal and Shelf Science, Volume 50, Issue 6, 2000, Pages 739-749, ISSN 0272-7714, https://doi.org/10.1006/ecss.1999.0603.",benthic,SeaLifeBase: Littoral. On muddy bottom (Ref. 2082). Inhabits areas with low light levels (Ref. 106818). Associated with coralline bottoms ( Ref. 275).,tropical; subtropical; temperate,,,NA,1,"Giambattista Bello, First record of paralarvae of Scaeurgus unicirrhus (Cephalopoda: Octopodidae), Journal of Plankton Research, Volume 26, Issue 12, December 2004, Pages 1555–1558, https://doi.org/10.1093/plankt/fbh130",https://academic.oup.com/plankt/article/26/12/1555/1561809,,,1,,1,"The analysis if the yield maps in numbers showed some seasonal variation in the distribution pattern of the unihorn octopus (dig.). Due to the geographical and seasonal constraints however, a correlation of this variation with a migratory habit was not clear. ","Ciavaglia, E. and Manfredi, C. 2009. Distribution and some biological aspects of cephalopods in the North and Central Adriatic. Boll. Malacol. 45: 61–69.",http://ciesm.org/online/archives/abstracts/pdf/33/PG_0278.pdf,NA,globiform,4,NA,,,,,,,NA,5,9,ML,,https://www.sealifebase.ca/summary/Scaeurgus-unicirrhus.html,,,0,0,0,,,,,solitary,octopods in general are solitary,,https://books.google.com/books?id=Nxfv6xZZ6WYC&pg=PA97&lpg=PA97&dq=Japetella+diaphana+solitary&source=bl&ots=sEIYYWiOxf&sig=ACfU3U1jClW8dA-2UOc2CFdKni1AcPtS9Q&hl=en&sa=X&ved=2ahUKEwjVz6DC24XlAhV6GTQIHUscCRwQ6AEwDXoECAgQAQ#v=onepage&q=Japetella%20diaphana%20solitary&f=false,,NA,NA,,UN,of potential interest,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Octopoteuthidae,Octopoteuthis nielseni,Octopoteuthis nielseni (adult),0,0,0,,,adult,,NA,NA,NA,NA,NA,mesopelagic,6,bathypelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Data deficient,,demersal,"IUCN: Planktonic paralarvae and juveniles occur between the surface and 300 m in depth, adults inhabit meso- and bathypelagic depths (Stephen and Jefferts 1992). Little is known about the biology and ecology of this species.",tropical,,,NA,1,"Nixon, M. et, al. The brains and lives of cephalopods.",https://books.google.com/books?id=BRvrtsuKc6MC&pg=PA193&lpg=PA193&dq=Octopoteuthis+nielseni+vertical+migration&source=bl&ots=bNsXZ-TC0m&sig=ACfU3U3qN3PJDYoXu0TJwdLnbFLtAYYxfw&hl=en&sa=X&ved=2ahUKEwiz8q3WqZPlAhXCJzQIHXSnA4cQ6AEwDHoECAgQAQ#v=onepage&q=Octopoteuthis%20nielseni%20vertical%20migration&f=false,,,1,,UN,,,,NA,fusiform ,3,NA,,,,,,,NA,NA,NA,NA,,,,,0,0,0,,,,,UN,,,,,NA,NA,,DD,NA,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Octopoteuthidae,Octopoteuthis sicula,Octopoteuthis sicula (adult),2,0,0,songda cai; FAO,,adult,,200,2000,4.5,13.1,7.2,mesopelagic,6,epipelagic; bathypelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,,SeaLifeBase; IUCN,bathypelagic,Vertical distribution is mesopelagic to bathypelagic (to 2 000 m) during daytime with nocturnal ascent into epipelagic zone.,cosmopolitan,,,nocturnal,1,,https://www.sealifebase.ca/summary/Octopoteuthis-sicula.html,,Worded as noctural ascent,0,,0,"literature only discusses vertical migrations, so this is an assumption that they dont seasonally migrate",,,NA,fusiform ,3,NA,,,,,,,NA,NA,20,ML,,https://www.sealifebase.ca/summary/Octopoteuthis-sicula.html,,,0,0,0,,,,,UN,,,,,NA,NA,,DD,NA,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Ocythoidae,Ocythoe tuberculata,Ocythoe tuberculata (adult),3,2,1,researchgate;tolweb,,adult,,1,200,NA,NA,NA,epipelagic,5,,oceanic,6,,oceanic epipelagic,oceanic epipelagic,,SeaLifeBase,pelagic,"Female Ocythoe typically occupy near-surface waters, having been encountered in the upper 10 m and captured in plankton hauls and on hook and line. While male Ocythoe have been collected in pelagic tows at the sea surface, they are not restricted to surface waters, having been collected in closing nets at 100 to 200 m",tropical; subtropical; temperate,,,NA,1,"Roper, C.F.E. & Young, R.E., 1975.Vertical distribution of pelagic cephalopods. Smithsonian Contribution on Zoology, 209, 1^51.",,,"The species is pelagic and seems to inhabit the near surface waters, but nothing more can be stated about its vertical distribution.",0,,1,"The majority of the specimens, however, have been found in the stomach of its predators (swordfish, yellowfin tuna and dolphins), probably associated to their seasonal migrations.","Alfonso, A.M.C. et, al. 2007. New record of Ocythoe tuberculata (Cephalopoda Ocythoidae) in the North-east Atlantic related to sea warming.",https://www.researchgate.net/publication/38182311_New_record_of_Ocythoe_tuberculata_Cephalopoda_Ocythoidae_in_the_North-east_Atlantic_related_to_sea_warming,NA,globiform,4,NA,,,,,,,NA,NA,96,TL,,https://www.sealifebase.ca/summary/Ocythoe-tuberculata.html,,,0,0,0,,,,,solitary,octopods in general are solitary,,https://books.google.com/books?id=Nxfv6xZZ6WYC&pg=PA97&lpg=PA97&dq=Japetella+diaphana+solitary&source=bl&ots=sEIYYWiOxf&sig=ACfU3U1jClW8dA-2UOc2CFdKni1AcPtS9Q&hl=en&sa=X&ved=2ahUKEwjVz6DC24XlAhV6GTQIHUscCRwQ6AEwDXoECAgQAQ#v=onepage&q=Japetella%20diaphana%20solitary&f=false,,NA,NA,,LC,of no interest,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Ommastrephidae,Dosidicus gigas,Dosidicus gigas (adult),6,0,0,baynature.org; tolweb.org,,adult,,0,1200,7.8,13.8,10.8,mesopelagic,6,epipelagic,continental shelf,4,,continental shelf mesopelagic,mesopelagic,,,pelagic,"Adults undergo diel vertical migrations with a night lift to the 0-200 m water layer, going down at daytime to depths of 800-1,000 m and deeper ",subtropical; temperate ,,,crepuscular,1,SeaLifeBase,https://www.sealifebase.ca/summary/Dosidicus-gigas.html,,"Adults undergo diel vertical migrations with a night lift to the 0-200 m water layer, going down at daytime to depths of 800-1,000 m and deeper ",0,,0,"literature only discusses vertical migrations, so this is an assumption that they dont seasonally migrate",,,NA,fusiform ,3,NA,,,,,,,80,29.7,400,TL,,https://www.sealifebase.ca/summary/Dosidicus-gigas.html,,,0,0,0,,,,,schooling,,,https://animaldiversity.org/accounts/Dosidicus_gigas/,,4.15,0.54,Species,DD,commercial,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Ommastrephidae,Eucleoteuthis luminosa,Eucleoteuthis luminosa (adult),4,0,2,Jeff Dubosc; ,,adult,,0,1300,2.7,19.2,11.9,epipelagic,5,mesoplegic,oceanic,6,,oceanic epipelagic,oceanic epipelagic,,SeaLifeBase,pelagic,"Maximum size and size at maturity increases from the low latitudes to the high latitudes. nhabits open waters, mostly over great depths of more than 200 m, and is neither associated with the bottom nor slope habitats. Subadult and adult squids occasionally observed at the surface at night.",tropical; subtropical; temperate,,,NA,1,SeaLifeBase,https://www.sealifebase.ca/summary/Eucleoteuthis-luminosa.html,,Subadult and adult squids occasionally observed at the surface at night. Inhabit depths greater than 50 to 100 m during the day.,0,,0,"literature only discusses vertical migrations, so this is an assumption that they dont seasonally migrate",,,NA,fusiform ,3,NA,,,,,,,NA,9.5,22.7,ML,,https://www.sealifebase.ca/summary/Eucleoteuthis-luminosa.html,https://en.wikipedia.org/wiki/Striped_flying_squid,,0,0,0,,,,,solitary,Eucleoteuthis luminosa does not appear to form schools.,,https://australianmuseum.net.au/learn/animals/molluscs/luminous-flying-squid-eucleoteuthis-luminosa-sasaki-1915/,,4.1,0.38,Species,LC,of no interest,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Ommastrephidae,Hyaloteuthis pelagica,Hyaloteuthis pelagica (adult),5,0,1,tolweb; Jeff Dubosc; H. Judkins; ,,adult,,0,1700,5.2,16,9.6,mesopelagic,6,epipelagic; bathypelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,,SeaLifeBase,pelagic, and adjoining parts of the central waters of the cyclonic circulations; absent from zones of equatorial divergence. Epipelagic to mesopelagic and upper bathypelagic; inhabits open waters over great depths of more than 400 m; not related in any biological or oceanographic way to bottom and slope waters. Paralarvae and juveniles inhabit the upper 50 m at night and from 100 to 200 m during the day. Subadult and adult squids inhabit subsurface layers from 15 or 20 m to 150 m at night. Have been occasionally observed at night at the surface. Inhabit depths from 200 to 800 m during the day. Local population numbers are low to moderate.,subtropical; tropical; temperate; polar,,,NA,1,,https://www.sealifebase.ca/summary/Hyaloteuthis-pelagica.html,,Paralarvae and juveniles inhabit the upper 50 m at night and from 100 to 200 m during the day. Subadult and adult squids inhabit subsurface layers from 15 or 20 m to 150 m at night.,0,,0,"literature only discusses vertical migrations, so this is an assumption that they dont seasonally migrate",,,NA,fusiform ,3,NA,,,,,,,NA,4.6,9,ML,"Dunning, 1998",http://tolweb.org/Hyaloteuthis_pelagica/19950,,,0,0,0,,,,,schooling,Ommastrephids are schooling species,,http://www.fao.org/3/y4160e/y4160e12.pdf; https://books.google.com/books?id=5e4aah3VXZQC&pg=PA275&lpg=PA275&dq=hyaloteuthis+pelagica+schooling&source=bl&ots=PAVtnh6IhC&sig=ACfU3U2-6_Uy2baJVwXTVmwAg8Odnq150w&hl=en&sa=X&ved=2ahUKEwjtu7ap2oXlAhXjHTQIHYZNC_YQ6AEwDnoECAgQAQ,,3.8,0.39,Species,LC,NA,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Ommastrephidae,Illex argentinus,Illex argentinus (adult),2,0,0,steemit; FAO; ,,adult,,0,800,4.4,12.1,7.3,epipelagic,5,,oceanic,6,,oceanic epipelagic,oceanic epipelagic,,SeaLifeBase,pelagic,,tropical; subtropical; temperate,,,NA,1,"Rodhouse, P. & Arkhipkin, Alexander & Laptikhovsky, Vladimir & Nigmatullin, Chingis & Waluda, Claire. (2013). Illex argentinus, argentine shortfin squid. Advances in Squid Biology, Ecology and Fisheries. Part II - Oegopsid squids. 109-148. ",https://en.wikipedia.org/wiki/Illex_argentinus,https://www.researchgate.net/publication/285954815_Illex_argentinus_argentine_shortfin_squid,Immature and maturing squid occur 3 - 20 m off the bottom during the day but at night they ascend to 5 - 20 m over the shelf and to 20 - 200 m beyond the shelf break. Mature squid of the South Patagonian Stock migrate northward along the continental slope to the spawning grounds in May - July remaining close to the sea bed (500 - 900 m) at night and ascend to 200-300 m above the bottom during the day,0,,0,"Mature squid like to migrate northward to spawning grounds, travelling closer to sea floor at night and by the surface during the day.",,https://en.wikipedia.org/wiki/Illex_argentinus,NA,fusiform ,3,NA,,,,,,,NA,NA,33,ML,,https://www.sealifebase.ca/summary/Illex-argentinus.html,,,0,0,0,,,,,schooling,Ommastrephids are schooling species,,http://www.fao.org/3/y4160e/y4160e12.pdf; https://books.google.com/books?id=5e4aah3VXZQC&pg=PA275&lpg=PA275&dq=hyaloteuthis+pelagica+schooling&source=bl&ots=PAVtnh6IhC&sig=ACfU3U2-6_Uy2baJVwXTVmwAg8Odnq150w&hl=en&sa=X&ved=2ahUKEwjtu7ap2oXlAhXjHTQIHYZNC_YQ6AEwDnoECAgQAQ,,3.82,0.56,Species,LC,commercial,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Ommastrephidae,Illex coindetii,Illex coindetii (adult),6,0,0,alchaetron; flickr;seabase;wikipedia,,adult,,0,1000,6.6,19.9,11.6,mesopelagic,6,epipelagic; bathypelagic,continental slope,5,oceanic,continental slope mesopelagic,mesopelagic,,SeaLifeBase,pelagic,"IUCN: This is an oceanic, neritic species and like other members of the subfamily Illicinae appears to be associated with the sea floor where they sometimes congregate (Vecchione and Young 2007). They appear to prefer bottoms that are either muddy or silty (Roper et al. 2010). It has a wide depth distribution (0-1,000 m in depth), although highest abundances typically occur between 50 and 100 and 400 to 600 m in depth (Roper et al. 2010); SeaLifeBase: Inhabits muddy, sandy and detritic bottoms covered with Funiculina spp. in middle and lower sub-littoral and upper bathyal zones in temperate latitutudes",subtropical; temperate; tropical,,,NA,1,"Roper, C.F.E. & Young, R.E., 1975.Vertical distribution of pelagic cephalopods. Smithsonian Contribution on Zoology, 209, 1^51.",https://en.wikipedia.org/wiki/Illex_coindetii,,I. coindetii has been captured in otter trawls from 80-410 m during the daylight hours; at night the specimens apparently leave the bot- tom and disperse into middepths,0,,1,"This species also migrates to deep water during autumn and winter and, in the Mediterranean Sea, migrate to shallower depths in spring and summer to spawn and feed (Roper et al. 2010).","Roper, C.F.E., Nigmatullin C. and Jereb P. 2010. Family Ommastrephidae. In: Jereb, P. and Roper, C.F.E. (eds), Cephalopods of the World. An annotated and illustrated catalogue of species known to date, , pp. 269-347. FAO, Rome.",https://www.iucnredlist.org/species/163269/134869018#threats,NA,fusiform ,3,NA,,,,,,,NA,20.7,32,ML,,https://www.sealifebase.ca/summary/Illex-coindetii.html,,,0,0,0,,,,,schooling,Ommastrephids are schooling species,,http://www.fao.org/3/y4160e/y4160e12.pdf; https://books.google.com/books?id=5e4aah3VXZQC&pg=PA275&lpg=PA275&dq=hyaloteuthis+pelagica+schooling&source=bl&ots=PAVtnh6IhC&sig=ACfU3U2-6_Uy2baJVwXTVmwAg8Odnq150w&hl=en&sa=X&ved=2ahUKEwjtu7ap2oXlAhXjHTQIHYZNC_YQ6AEwDnoECAgQAQ,,3.94,0.65,Species,LC,commercial,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Ommastrephidae,Ommastrephes bartramii,Ommastrephes bartramii (adult),4,0,1,FAO; tolweb,,adult,,0,1500,5.7,17.2,10.4,epipelagic,5,mesopelagic; bathypelagic,oceanic,6,continental shelf,oceanic epipelagic,oceanic epipelagic,,SeaLifeBase; IUCN,benthopelagic,"At night, they are usually found feeding just beneath the surface near cold-water fronts, at depths of 0 to 70 m (0 to 230 ft).[10] They descend to depths of 300 to 700 m (980 to 2,300 ft) during daytime, though they have been known to descend to depths of up to 1,490 m (4,890 ft).[11] This movement pattern is known as diel vertical migration and is also exhibited by other oceanic organisms. IUCN: This is an pelagic, oceanic squid occurring in subtropical and temperate waters around the world. Near the North Pacific subarctic boundary zone squid occur at depths of less than 40 m by night and depths of 150-300 m by day, however at least some squid appear to remain in shallow water in both day and night (Young and Vecchione 2009).",cosmopolitan,,,NA,1,"Roper, C.F.E. & Young, R.E., 1975.Vertical distribution of pelagic cephalopods. Smithsonian Contribution on Zoology, 209, 1^51.",,,"Roper, C.F.E., M.J. Sweeney and C.E. Nauen 1984. Cephalopods of the world. An annotated and illustrated catalogue of species of interest to fisheries. FAO Fisheries Synopsis (125) 3: 277 p.",0,,1,,"Murata, M., and Y.Nakamura (1998). Seasonal migration and diel vertical migration of the neon flying squid, Ommastrephes bartamii, in the North Pacific. INternational symposium on large pelagic squids, Japan Marine Fishery Resources Research Center, Tokyo.",,NA,fusiform ,3,NA,,,,,,,NA,25,45,ML,,https://www.sealifebase.org/summary/Ommastrephes-bartramii.html,http://www.fao.org/3/i1920e/i1920e08.pdf,,0,0,0,,,,,schooling,,,http://www.fao.org/3/y4160e/y4160e12.pdf,,4.37,0.46,Species,LC,of potential interest,0,Google Images,,,NA,,,,,,,,,,,,,
Cephalopoda,Ommastrephidae,Ornithoteuthis antillarum,Ornithoteuthis antillarum (adult),2,0,0,tolweb,,adult,,0,1200,8.6,20.5,13.5,mesopelagic,6,bathypelagic,continental shelf,4,,continental shelf mesopelagic,mesopelagic,,SeaLifeBase,benthopelagic,"IUCN: It is a pelagic, oceanic squid thought to be most common near continental slopes (Arkhipkin et al. 1998), and is most abundant between 100-600 m in depth (Wormuth et al. 1992). Juveniles and adults undergo diel vertical migrations occurring between 640 and 825 m during the day and from the surface to 600 m at night (Roper et al. 2010).",temperate; subtropical; tropical,,,NA,1,"Roper, C.F.E., Nigmatullin C. and Jereb P. 2010. Family Ommastrephidae. In: Jereb, P. and Roper, C.F.E. (eds), Cephalopods of the World. An annotated and illustrated catalogue of species known to date, , pp. 269-347. FAO, Rome.",https://www.sealifebase.ca/summary/Ornithoteuthis-antillarum.html,,Exhibits diel vertical movements,0,,0,"literature only discusses vertical migrations, so this is an assumption that they dont seasonally migrate",,,NA,fusiform ,3,NA,,,,,,,NA,8.8,20,ML,"Lmat = male, female = 10",https://www.sealifebase.org/summary/Ornithoteuthis-antillarum.html,https://en.wikipedia.org/wiki/Hooked_squid,,0,0,0,,,,,schooling,,,http://www.fao.org/3/y4160e/y4160e12.pdf,,4.14,0.55,Species,LC,of no interest,0,Google Images,,,NA,,,,,,,,,,,,,
